par_nr	head	sentence
25	NA	 Ta lösutas tugitoolis ja kissitas silmi . 
25	NA	 Ta oli hele , pikajalgne ja põhimõtteliselt häbitu . 
25	NA	 Kas jälle üks uus ja tundmatu põlvkond ... ? 
26	NA	" "" Soovin sulle õnne , et sina ei tea , kes oli Andropov . "
26	NA	 Pole vajagi teada . 
26	NA	 Võtame veel veini ? 
26	NA	 Ja siis lähen ma pissile . 
26	NA	" "" "
27	NA	" "" Ja pesema ! "
27	NA	 Ma näen , sa hakkad jälle suureks kasvama ? 
27	NA	" Täkk ! "" muigas Aune . "
28	NA	 Indrikson uuris järele ja leidis , et nii see oligi . 
28	NA	 See asjaolu üllatas teda meeldivalt . 
28	NA	 Muidu pidas ta ennast viimasel ajal pool-impoks . 
29	NA	 Vastu hommikut olid kõik toonid leebed , hämarad , unised . 
29	NA	 Nad lamasid vanamoeliselt õrnutsedes teineteise kaisus ja sosistasid . 
30	NA	 Indrikson oli rahul . 
30	NA	 Ta oli kartnud süümepiinu ja pohmelust . 
31	NA	" "" Kuidas sa ikka sellega hakkama said ? "" sosistas Aune . "
32	NA	 Indrikson oli juba rääkinud , aga Aunele meeldis see süžee . 
32	NA	 See pidigi talle meeldima . 
32	NA	 Oli ju tema ise selle tembu ainuke motiiv ! 
33	NA	 Ka Aune oli näitleja . 
33	NA	 Hullud ideed olid selle rahva stiihia . 
34	NA	" "" Ma pole kolm aastat puhkust võtnud , ö jutustas Indrikson haigutades . "
34	NA	" "" Oma äri , eks ... "
34	NA	 Aga eelmisel kolmapäeval ütlesin Gunnarile , et kõik , poiss , vahefinis , mina kaon kuueks päevaks orbiidilt ja mitte keegi ei leia mind ! 
34	NA	 Ütled , et olen Saksas ja punkt . 
34	NA	" "" "
35	NA	" "" Gunnar on su kolleeg ? "" "
36	NA	" "" Võib ka nii , aga ta on mu kompanjon . "
36	NA	 Me alustasime viie...ei , juba kuue aasta eest . 
36	NA	 Ainult kahekesi ! 
36	NA	 Aga nüüd saatsin sinna kuradi Frankfurti ühe energilise poisi . 
36	NA	 Las pingutab ! 
36	NA	 Saksa filoloog ! 
36	NA	 Noh , aga enne poetasin sulle selle kirja postkasti . 
36	NA	" "" "
37	NA	" "" Aga kui ma poleks sind sisse lasknud ? "" "
38	NA	" "" Aga lasksid ju ! "" "
39	NA	" "" Aga mis siis , kui su proua oleks koridoris vastu tulnud ? "" "
40	NA	" "" Seda poleks saanud juhtuda . "
40	NA	 Aga kui see oleks siiski aset leidnud , oleksin ütelnud , et näe , eksisin vist uksega . 
40	NA	" "" "
41	NA	 Aune naeris patja . 
41	NA	 Natuke hiljem küsis ta : 
42	NA	" "" Mis auto sulon , mersu või ? "" "
43	NA	" "" Nojah , sa tead seda loksu küll ... "
43	NA	 Saabigaö sõidab suvila vahet Maiga . 
43	NA	" Aga räägime nüüd millestki muust , eks. "" "
44	NA	" "" Muidugi , "" soostus Aune meelsasti . "
44	NA	" Ja puhkes naerma : "" Mulle tuleb perioodiliselt meelde , millise ilmega sa mind tookord mai algul oma rõdult jõllitasid . "
44	NA	 Jube ! 
44	NA	" Vaene mina , ma proovisin esimest korda päikest võtta ! "" "
45	NA	 Nüüd oli juuni keskpaik . 
45	NA	 Neil oli juba oma väike story ja vähemalt sel ööl tundus vajalik seda üle jutustada . 
46	NA	 Selle öö ja veel viis järgnevat ööpäeva veetis Indrikson Maini-äärse Frankfurti asemel oma linnakodu kõrvalkorteris number 70. 
47	NA	 Muidugi poleks keegi osanud teda sealt otsida . 
47	NA	 Aune oli naaberkorterisse ilmunud alles aprillis . 
47	NA	 Ei tundnud seda noort näitlejannat provintsist nägupidi veel ükski teatrisõber ega televaataja . 
47	NA	 Loomulikult ei tundnud teda keegi ka selles suures betoonmajas . 
47	NA	 Elanike enamuse moodustasid vene rauatööliste pered . 
47	NA	 Oli veel paar ohtlikuna mõjuvat kaukaaslast , kes liikusid majas vaid öösiti . 
48	NA	 Ükskord öösel , keset kõige kirglikumat sülelust hakkas Indriksoniga alateadvus motiivitu ärevusega tegelema ühe probleemiga , silme ette kerkisid otsekui kalkale joonestatud korteripaanid . 
48	NA	 Kuni taipas , et patuvoodi asub otse tema magamistoa kõrval . 
48	NA	 Voodite vahele jäi ainult paarkümmend sendimeetrit raudbetooni ... 
49	NA	" "" Mis sul juhtus ? "" küsis Aune mossitades . "
50	NA	" "" Ära väsisin , "" valetas Indrikson . "
51	NA	 Aga muidu voolasid nende esimesed päevad ja ööd otsekui mingis tundmatus , mõnusalt laisas aegruumis . 
51	NA	 Aune käis vahel vaid poes . 
52	NA	 Ikka tõi ta vähem kraami kui Indrikson käskis . 
52	NA	 Mina ei saa niimoodi laiata , kurtis ta , mul hakkab see vastu , inimesed ju vaatavad ! 
53	NA	 Veini tõin , silmu aga mitte . 
53	NA	 Indrikson püüdis aru saada , ehkki tahtis tõesti tükikest silmu . 
53	NA	 Süüa Auneeriti teha ei osanud , aga sel polnud tähtsust . 
53	NA	 Söömine oli sekundaarne . 
54	NA	 Primaarne oli muu . 
54	NA	 Indriksoni seksuaalkogemused olid kasinad ja nagu selgus , monotoonsed . 
54	NA	 Ta oletas , et Aune oli selles eluvallas andekaks loodud 
54	NA	 .... 
54	NA	 Aga liialt Indrikson oma irreaalse olevikuhetke üle ei juurelnud . 
54	NA	 
54	NA	 Nagu ta oli endale lubanud , nii ta ka tegi - ta astus kuueks päevaks oma rutiinsest , julmast , ent hinnalisest aegruumist välja . 
54	NA	 
54	NA	" Selle hommikutunnini , mil ta "" Lufthansaölennugraafikut tundes oma ukse taha astub ... "
54	NA	 
55	NA	 Kõik oli õige ! 
55	NA	 Miljonitel meestel ja naistel olid armukesed . 
56	NA	 Miks temalgi ei võinudüks olla ? 
57	NA	" Kui nad ei seksinud ega lobisenud , siis Indrikson tukkus , kuulas raadiot ( "" KUKU "" ) , vahtis telekat ... jõi veini . "
57	NA	 Või lonkis tubades . 
57	NA	 Kaks neid oligi . 
57	NA	 ( Temal oli neljatoaline korter ) . 
58	NA	 Siin oli kõik teisiti , isegi kliima oli kehvem , ausalt ! 
58	NA	 Siin polnud isegi telefoni . 
58	NA	 Praegu see sobis , aga kuidas saab ilma telefonita elada ? 
58	NA	 Siin lõhnas odava tekstiili ja robusta kohvi järele . 
58	NA	 Ja need kirevad plakatid seintel ! 
58	NA	 Korter oli halvas olukorras , tapeedid võidunud , mööbel juhuslik . 
58	NA	 Korteri oli Aunele ostnud puusepast isa Soomes teenitud raha eest . 
58	NA	 Margad sai ärasõitev Vene major . 
58	NA	 Nii see Eesti elu käis ... 
59	NA	 Mõnikord kuulis Indrikson seina taga telefoni . 
59	NA	 Loomulikult ei võtnud seal keegi toru . 
59	NA	 Kõik olid suvilas : naine , tütred ja Indriksoni ema . 
60	NA	 Viiendal hommikul läks Aune tööasju ajama . 
61	NA	 Indrikson seisis avatud rõduuksel , tegi suitsu ja vaatas lahele . 
62	NA	 Vaade merele oli selle viletsa maja ainuke tõsine väärtus . 
62	NA	 Ta seisis kõrgel ja nägi kaugele . 
62	NA	 Vaade oli identne tema enda magamistoast avaneva pildiga . 
62	NA	 See häiris , aga mitte eriti . 
63	NA	 Ja siis kuulis ta siinsamas kõrval oma korteri magamistoa rõduukse avamist , kohe seejärel hääli . 
63	NA	 Üks ? kuulus Maigale , kaugem ja ebaselgem oli aga võõras bariton . 
63	NA	 Maiga käis vist toa ja esiku vahet , nagu tal kombeks , kord oli ta toon närviline , kord paluv . 
64	NA	 Mees püsis ühes tonaalsuses . 
64	NA	 Viimaks hääled vaibusid . 
65	NA	 Indrikson oli toasügavusse karanud ja isegi sigareti kustutanud . 
66	NA	 Ta põlved olid kanged . 
66	NA	 Kõrvus kohises . 
66	NA	 Ta taipas , et see polnud midagi muud kui armukadedus . 
66	NA	 Maiga pettis teda . 
66	NA	 Ilmselt juba kaua , sest seal tundus olevat vanu probleeme ja konflikte ! 
67	NA	 Esimeseks impulsiks oli soov koju tormata ja skandaal korraldada . 
67	NA	" Aga "" Lufthansa "" reis pidi Tallinna saabuma alles järgmisel keskhommikul . "
67	NA	 Teda polnud veel lihtsalt olemas ! 
68	NA	 Ta läks kööki ja võttis külmkapist veinipudeli . 
69	NA	 Tema korteris valitses taas vaikus . 
69	NA	 Aga ta ei uskunud seda . 
70	NA	 Aune oli tulles uudselt asjalik . 
70	NA	 Ta rääkis mingist filmirollist . 
71	NA	 Ning lisas siis , et oli näinud Pauli naist . 
72	NA	" "" Ta on sul ju veel täitsa noor ja ilus , ilusam kui mina ! "" imestas tüdruk . "
72	NA	" "" Ei , ma ei saa aru , miks sa teda petad ? "" "
73	NA	" "" Tema petab mind ka , "" vastas Indrikson , hääl rumalalt õõnes . "
74	NA	" "" Eks ole , ka rikkad nutavad ! "" muigas Aune külmalt . "
74	NA	" "" Muide , minu meelest on su proua praegu kodus . "
74	NA	" Seal , "" näitas ta pöidlaga seina . "
74	NA	" "" Ta rääkis liftikojas ühele vene daamile , et köögis on veeavarii ja töömees tuleb homme keskhommikul uuesti ja tema ise peab nüüd linnas passima . "
74	NA	 Nii ma aru sain.ö 
75	NA	 Indrikson laskis midagi kõrvust mööda . 
75	NA	 Ta mõtles : keskhommikul tulen hoopis mina ... lennukilt , ( nojah , aga kust veel ? ) , võtan kohe telefonitoru , kuulan Frankfurti seisud ära ja sõidan panka . 
76	NA	 Kella kaheks peab asi aetud olema ! 
76	NA	 Ta hakkas oma ainsasse loomulikku ja õigesse aegruumi tagasi nihkuma . 
76	NA	 Kuus päeva siin räämas korteris oli liiast . 
76	NA	 Kolmest oleks aidanud . 
76	NA	 Ta põrnitses Aune jakki voodiotsal . 
76	NA	 Ta on ju lohakas , mõtles Indrikson vimmakalt . 
77	NA	 2 ) Tema tagasi tulles istus Aune ikka oma tugitoolis , hommikukumantel kurguni kinni . 
77	NA	 Ta ilmekal näol mängisid tumedad varjud . 
78	NA	" "" Mul on probleem.ö ütles ta viimaks . "
78	NA	" "" Ma olen sinuga ära harjunud . "
78	NA	" Mis saab ? "" "
79	NA	" "" Noh , sellele probleemile on ju ammu lahendus leitud , "" muigas Indrikson . "
79	NA	" "" Sa oled nüüd mu armuke . "
79	NA	" Või kuidas ? "" "
80	NA	" "" Miks sa üldse tulid ? "
80	NA	 Miks sa kõike lihtsustad ? 
80	NA	 Ja veel - miks sa arvad , et naine sind petab ? 
80	NA	 See sobiks sulle , aga see on jama ! 
81	NA	" Sa tead nagu minagi , et seal oli vaid poolpurjus torumees ! "" "
82	NA	" "" Ahh ? "" jahmus Indrikson . "
83	NA	" "" Jäta ! "
83	NA	 Kõik oleks lihtsam , kui sa nii vastikult rikas poleks . 
83	NA	 Ma ei salli seda . 
83	NA	 Kuule , kui palju sul raha on ? ö 
84	NA	" "" Seda ei küsita . "
84	NA	 Eks ? 
84	NA	 Aga ütleme nii - nüüdsest olen su sponsor . 
85	NA	 Ma ju tean , mis on näitleja elu . 
85	NA	 Timmanit tunned ? 
85	NA	 Ta on mu sõber ... 
85	NA	" Palju selle korteri remont ja mööblitükid peaksid maksma ? "" "
86	NA	" "" Loll ! "" sisistas Aune ja hakkas vihaselt nuuksuma "
87	NA	 Pärast rähklesid nad elutoas kitsal diivanil . 
87	NA	 Aunel oli musta värvi erootline pesu seljas ja ta käitus natuke agressiivselt . 
88	NA	 Hommikul veetis Indrikson terve tunni vannis . 
88	NA	 Pärast jõi köögis kaks kruusi kohvi . 
88	NA	 Alles siis avastas ta , et Aunet polegi . 
89	NA	 Ta vaatas käekella . 
89	NA	" "" Lufthansaö reis oli juba välja kuulutatud . "
90	NA	 Tuttav stjuuardess ( vist Monica ? ) kohendas istmekatteid . 
91	NA	 Ta riietus korralikult ja vaatas ennast esikupeeglist . 
91	NA	 Seal seisis Indrikson . 
91	NA	 Ongi kõik , mõtles ta . 
91	NA	 Iga hetkega muutus ta kainemaks , külmemaks , rahulikumaks . 
91	NA	 Muutus iseendaks . 
92	NA	" Rõduukse ees suitsetades tundus talle , nagu mängiks seina taga "" Raadio Love "" . "
92	NA	 Aga see võis ka mujalt kosta . 
93	NA	 Aune ei tulnud ka tunni möödudes . 
93	NA	 Sellal oli lennuk juba Ida-Euroopa kohale tõusnud . 
93	NA	 Ning alles siis leidis ta padjalt kirja . 
94	NA	" "" Ma tean , et korraldan sulle hirmsa käki , aga ma teen siiski ühe abitu katse . "
94	NA	 Mõtle mida tahad , mõtle või seda , et tahan su miljoneid jagada , ( ma vihkan raha ! ) , aga ma ei tuleenne homset . 
94	NA	 Külmkapis on kõike , muudkui söö ja maga . 
94	NA	 Homseni . 
94	NA	" A. "" "
95	NA	 Algul tuli Indriksonile isegi naer peale . 
95	NA	 Aga kohe muutus ta süngeks . 
95	NA	 Selgus , et see plika polnud mingi armuke , vaid hüsteerik . 
96	NA	 Ta tõttas ust uurima , proovis oma võtmekimpu , katsus rammida ... 
97	NA	 Ta loobus varsti . 
97	NA	 Ta ei osanud lukke muukida või uksi lõhkuda . 
98	NA	 Ta ei taibanud minna rõdule appi karjuma.Tema oskas muud : rahast raha teha , kolmes võõrkeeles vestelda , inimesi mõjutada , arvutit käsitleda , telefone meeles pidada . 
99	NA	 Aga kõik need asjad olid väljas , luku taga , neil oli mõtet ja nad toimisid vaid selles korrastatud süsteemis , kust ta ühe kergemeelse idee ajel oli ajutiselt välja astunud . 
99	NA	 Ta pidi sinna kohe 
100	NA	 tagasi saama , muidu ootas teda hukk . 
100	NA	 Seda teadis ta täpselt . 
101	NA	 Kui ta ei jõua enne kahte panka , siis on kõik . 
101	NA	 Rahaliselt on kaotus tühine , sisuliselt aga - ühe masinavärgi hukk . 
101	NA	 Vedru purunemine . 
101	NA	 Masinavärgi oli kokku pannud ja käivitanud tema ise , ei keegi teine , ja tema ise , ei keegi teine , oli selle masina vedru . 
102	NA	 Teda ei huvitanud enam , kas Maiga petab teda või mitte , kas Aune on hull tema järele või lihtsalt hull , ta ei mõtelnud kordagi oma väikeste tütarde peale.Nagu selgus , ei armastanud ta kedagi . 
102	NA	 See avastus ei kurvastanud Indriksoni . 
102	NA	 Nii oli isegi lihtsam . 
103	NA	 Ta keskendus . 
103	NA	 Ta oli harjunud situatsioone enda kasuks pöörama . 
104	NA	 Ta tahtis pääseda . 
104	NA	 Tal oli väga vähe aega . 
105	NA	 Kui lennuk Eesti Vabariigi kohale jõudis , hõljus rõdult tuppa 
106	NA	 peenmõrkjat sigaretihõngu . 
106	NA	" "" More "" ! "
106	NA	 Maiga ! taipas ta algul sõõrmete , siis ajuga . 
106	NA	 Hetk kõhklust , siis tõttas ta rõdule . 
106	NA	 Helistagu Gunnile ! 
106	NA	 Muust räägime hiljem . 
106	NA	 See kõik pole üldse nii oluline . 
107	NA	 Ta jäi hiljaks . 
107	NA	 Oma poolele küünitudes nägi ta toahämarusse kaugeneva Maiga selga , Naisel olid kõrvaklapid peas . 
107	NA	 Ta kuulas pleierit : Pärt , Tüür , Grünberg ... 
107	NA	 Teda hüüda oli täiesti tulutu . 
108	NA	 Rõdupiirdel seisis ümar tuhatoosike . 
108	NA	 Maiga ei suitsetanud iial toas ega pildunud kunagi konisid alla murule .. 
109	NA	 Korteris hakkas pikalt tirisema uksekell . 
109	NA	 Armuke või torumees , sel polnud vahet - Maigat polnud enam mõtet oodata . 
110	NA	 Kell tiksus . 
110	NA	 Imelik , kuidas ahastus saab nii rahulik olla.Ma ei armasta kedagi ega vihka kedagi , aga ma pean nüüd minema . 
110	NA	 Ma pean telefoni juurde saama . 
111	NA	" Samal ajal , kui tusane Maiga jälgis riiakalt lobiseva torumehe lihtsaloomulisi mutrioperatsioone köögikraani all , täpselt siis , kui eksalteeritudja lapsik näitlejannahakatis Aune sõbratari tolmuses teatrigarderoobis sügavalt ohkas ja uuesti töinama puhkes , just siis , kui firma "" Indrikson ja Rappoö kaasomanik Gunnar Frankfurti lennukilt naasnud kommertsdirektorile ütles , et noh , minuti pärast helistab Paul ise , heitis Indrikson kohvri üle tühjuse oma rõdule . "
111	NA	 Seejärel klammerdus ta betoonist vaheseina külge ja vinnas tallad rõdupiirdele . 
112	NA	 Teoreetiliselt polnud edasine ju midagi erilist : üksainus täpne kehaliigutus ja lõtv maandumine . 
113	NA	 Kõrgust kartis ta küll , aga sugugi mitte paaniliselt . 
114	NA	 Hea , et keegi ei vahi , mõtles ta . 
114	NA	 Üheksas korrus , mõtles ta . 
115	NA	 Lips lepsatas tuules . 
115	NA	 See ehmatas . 
115	NA	 Nii , nüüd see üksainus liigutus ja sa oled omal poolel , õiges kohas , oma aegruumis tagasi . 
115	NA	 Sa saad telefoni juurde ja oled päästetud , Kõik muu selgub hiljem . 
116	NA	 Ta oli juba pooleldi pääsenud , võõrast aegruumist tagasisaamatult väljunud , oma aegruumi servale jõudnud , kui tundis äkki tugijala alt pidepunkti minema veeremas . 
116	NA	 Tuhatoos ! jõudis ta taibata . 
116	NA	 Kust sina tuled ? ö jõudis ta kuulda - toahämarusse kerkis Maiga figuur , kelle näkku kerkis algul hämming , siis imestus , siis õud . 
117	NA	 Seda kõike Indrikson enam näha ei jõudnud . 
118	NA	" "" öLufthansa "" reisilt , helista Gu ... "" jõudis ta häälitseda . "
119	NA	 Ta mõistis , et kohe juhtub kohe midagi väga halba . 
119	NA	 Samas kuulis ta ühe mehe kisa , taipas et seda loomalikku heli tekitas ta ise , aga kohe seejärel oli Indriksoni õhulend lõppenud . 
120	NA	 See , mis temast järele jäi , lamas veel tükk aega võilillede keskel murul ja oli eksitavalt mõnusasti pikutava mehe moodi . 
