par_nr	head	sentence
13	NA	 Seda ta ütles seepeale , kui mõned tähtsad ninad meie seast küsisid , kas nad ikka võivad kursuste ajal mõned päevad oma riigitööl ka käia . 
14	NA	 Ütlesin , et mulle pole töö juurest veel ülesannet täpsustatud . 
14	NA	 Tema vastu , et kuigi mängude mängimist peetakse mujal maailmas arvutiõppimise õigeks alguseks , saaks tema pähe , kui mingi kontroll peaks tulema . 
14	NA	 Eriti kui ma seda niisuguse kisa ja käraga teen . 
14	NA	 Lisaks näitas ta mulle paari lihtsamat nippi , mida tabeltöötlusega teha saab , ja seletas , et ega töökoha-ülemustele saa lootma jääda , et ise peab oskama ülesannet püstitada . 
15	NA	 Järgmine kord , kui meil ainult loengud pidid olema , läksin oma kontorisse ja nõudsin normatiive ja palgaarvestuse tabeleid . 
15	NA	 Näitsikud jäid pahviks , aga ma tuletasin neile meelde , et nad ise olid mu selle supi sisse seganud , ja vehkisin nende nina all flopidega , mis olid neile must maagia . 
15	NA	 Mingid tabelid ma isegi sain lõpuks , aga see sarnanes väga vähe meie tegeliku elu ja palgamaksmisega . 
16	NA	 Okei , ma tegin arvuti peal isegi mingi süsteemi valmis . 
16	NA	 Ma polnud oma ajusid tükil ajal millegagi koormanud ja nii jäi kõik kähku külge . 
16	NA	 Mida ei saanud öelda mitte kõigi kursuslaste kohta . 
16	NA	 Tegelikult ei tasu mul muidugi hoobelda , sest see juhendajast kutt tegi enamiku ise ära , mina pakkusin ainult ideesid . 
16	NA	 Mis tundusid talle nii jaburad , et pidid sobima näidisülesandeks . 
16	NA	 Noh , et mitu kantmeetrit pinnase ümberpaigaldamist läheb kirja sellele , kes brigaadile õlut läheb tooma jne. 
16	NA	 Üldse me hakkasime selle tüübiga hästi läbi saama - ja tegime ületunde , kui arvutid parajasti vabaks jäid . 
17	NA	 Need mängud , kus tuli ainult kähku nupu peale vajutada , et mingeid tulnukaid lasta , tüütasid mu varsti ära ja tema ei hoolinud neist raasugi . 
17	NA	 Aga oli veel põnevamaidki , kus elasid nagu multifilmis ja juhtisid seda , mis parasjagu toimus . 
17	NA	 Nendest olen ma edaspidi paratamatult sunnitud juttu tegema . 
17	NA	 Lihtsalt et mingi kontakt jäi mul arvutispetsidega ka peale kursuste lõppu . 
18	NA	 Tööl tekkis uus jama , kui ma ehitusplatsile minna ei tahtnud , kuulutades , et olen ümber kvalifitseerunud . 
18	NA	 Viimaks sain ajutiselt valveinseneri koha kahe arvuti juurde . 
18	NA	 Kui ma sellest võimalusest kuulda sain , siis muidugi rõõmustasin - nii kaua , kuni neid monstrumeid nägin . 
18	NA	 Kodumaised ilgused . 
18	NA	 Kui ma poleks enne tõelisi aparaate näinud , siis ma poleks ehk nii väga nördinud olnudki . 
18	NA	 Aga klaviatuur , ekraan - või õieti küll kogu see disain ajas juba peale vaadates kergelt iiveldama . 
18	NA	 Mingit graafikat ei olnud , mängud ei jooksnud - ja enamiku ajast nad lihtsalt ei töötanud . 
19	NA	 Ma ei osanud nendega midagi peale hakata , aga ega seda minust ei eeldatudki . 
19	NA	 Minu kohus oli , kui üks või teine neist jälle lootusetult ära kustus ja mingi tuntud nipp ei aidanud , teenindavasse firmasse helistada . 
19	NA	 Paari päeva jooksul tuldi sealt kohale , lapati kõik üksipulgi lahti ja pandi mõne päeva pärast jälle kokku . 
19	NA	 Siis natuke aega töötas . 
20	NA	 Niisugune töökoht oli minusuguse jaoks muidugi liiga hea . 
20	NA	 Mul polnud ju vastavat haridustki . 
20	NA	 Palk küll poole väiksem kui ehitusel - aga nii see ju haridusega kaasas käib . 
20	NA	 Mina oleksin leppinud küll . 
21	NA	 Kogu selle pika argielu-jama kirjelduse mõte on selles , et näidata , kui juhuslikult kõik hakkas . 
21	NA	 Ja seda ka , et kevadel olin kindlama plaanita . 
21	NA	 Ühikast ei tahtnud ka seepärast loobuda , et mul oli seal üks plika siginenud . 
21	NA	 Kutsekast tulnud ja noor alles , aga hea ligi käia . 
21	NA	 Nojah , ja kompuutrimeestega üritasin ka edasi suhelda , võtsin ühelt uusi mänge ja viisin teisele ning vastupidi - nii sain ise ka üht-teist proovida . 
22	NA	 Nii olingi ühel õhtul mingis firmas ühe tuttava pool - ega päeva ajal saa kusagil eriti rahulikult olla - , kui sinna üks tüüp sisse vajus . 
22	NA	 Enesekindel ja mallilt riides - ärikas . 
22	NA	 Enesekaitsepoosina kasutavad paljud kalleid hilpe ja jõhkralt üleolevat tooni , aga see oli pehmelt , kindlalt üleolev . 
22	NA	 Nii nagu kompuutrimees on oma arvutist üle või automees oma autost , nii oli see tegelane inimestest . 
22	NA	 Kõigepealt ajasid nad äriasju . 
22	NA	 Ärikal oli mikroskeem , mida mu tuttava firmas lausa ametlikult vaja oli , paar PAL-värvide kivi ka , ja jutt käiski selle ümber , kuidas firma kaudu raha saaks maksta . 
22	NA	 Ma kasutasin hetke ja mängisin midagi . 
22	NA	" Siis viipas ärikas peaga minu poole ja küsis : "" Spets ? "" "
22	NA	 Toonitatud rockabilly-tukk ja lumipesu ja originaaltossud olid ju tavalised asjad , aga tema hallid silmad olid eriti terased . 
22	NA	" "" Mängude spets , "" kinnitas mu tuttav naljaga pooleks . "
22	NA	" "" Eriti nende quest-multikate peale , "" lisasin ise . "
22	NA	" Aga ärikas jäi vist uskuma : "" Kuule , see on ju hea , mul on praegu kiire , aga kuskohast ma sind kätte võin saada ? "" "
22	NA	 Ütlesin oma ühika-aadressi , ta näis teadvat , mis selle taga peitub , ja krimpsutas nägu . 
22	NA	" "" Ega ma ei tea ise ka ette , kus ma parasjagu satun olema . "
22	NA	 Siin või seal mõne naise juures või ... 
22	NA	" Aga post käib mul sinna , "" selgitasin . "
23	NA	" "" Nii et naistemees ka . "
23	NA	" See läheb ju kalliks , "" arvas tema . "
23	NA	" "" Vastupidi , "" kinnitasin . "
23	NA	" "" Me kasutame erinevaid vahendeid . "
23	NA	 Sina oled enda ümber loonud image'i , mis lubab neile põnevat ja jõukat elu . 
23	NA	" Mina jälle olen hatune ja räämas , mis äratab neis emalikke instinkte . "" "
23	NA	 Ta ei viitsinud järele mõelda , kordas ainult , et otsib mu üles , kui vaja peaks minema . 
24	NA	 Igatahes oli see esimene kord , kui keegi arvas selle kasuliku olevat , et ma arvutimänge tunnen . 
25	NA	 Vedelesin oma koikus teki all - kevad oli parasjagu märg ja külm , aga radikaid enam ei soojendatud - ning mõtlesin , kas puua ennast üles , minna jälle Venemaale hulkuma või jätta kõik nii , nagu on . 
25	NA	 See võib mõnele imelik näida , aga mul pole kunagi olnud tunnet , et olen sündides õigesse ja enda jaoks sobivasse paika sattunud . 
25	NA	 Ma olen ikka nagu külaline . 
25	NA	 Eks üht-teist ole ju nähtud ka juba , ja ega see pidu ei parane ... 
25	NA	 Olin jõudnud just järeldusele , et las kõik olla veel mõni aeg samamoodi , kui ukse taga kolistama hakati . 
25	NA	 Sattuski seesama ärikas olema ja kutsus mind kaasa , et tal auto all . 
25	NA	 Uimase peaga - juba autos - küsisin , kuidas peaks tema lugupeetud nimi olema , mis mul paraku meie esimesel kohtumisel täpsustamata jäi . 
25	NA	" "" Ma ei taha oma isikut esile tõsta , aga on kuidagi välja kujunenud , et tuttavad hüüavad mind Bossiks . "" "
25	NA	" "" Hugo Bossiga sugulane ei ole ? "" "
25	NA	 Auto oli tavaline punane 05 , ilma iluviguriteta , käepärane tööriist . 
26	NA	 Korter , kuhu me sattusime , oli ka täiesti tavaline , nagu nad Õismäel ikka käivad . 
26	NA	 Aga tüüp , kes meile ukse avas , kandis püüdlikult valget särki ning musta vesti , juhtides mõtte kelnerielukutsele . 
26	NA	 Mislaadne kahtlus edaspidi vaid süvenes , sest meid tuppa juhatanud , küsis ta , milline võiks olla meie soov . 
26	NA	 Boss soovis kohvi ja mina pakkusin , et ehk lonks õlut . 
26	NA	" "" Ja millist , kui tohib küsida ? "" "
26	NA	 Mina arvasin , et tumedat , kui sobib . 
26	NA	 Teades , et suvalisegi õlle hankimine oli parasjagu vaevaliseks muutunud . 
26	NA	 Ja sättisin end tuppa istuma , kus kaks kirevalt riides tegelast kompuutri ees nihelesid . 
26	NA	 Mängisid diggerit , mis ei nõua erilist taiplikkust , aga näpuosavusega võib palju korda saata . 
26	NA	 Jõudsin just kindlaks teha , et neil seda osavust veel ei olnud , kui mulle üks külm ese pihku anti . 
26	NA	 Millel peale muude väljamaakeelsete siltide oli suurelt IVB . 
26	NA	 Pokaal ulatati samuti . 
27	NA	 Natuke aega põrnitsesime ühiselt , kuidas ekraani peal auke uuristati ja rohelisi rombikesi söödi , siis ütles Boss , et vaja multikas käima panna . 
28	NA	 Tarbijaliku hoiakuga inimesed neid mänge nagu multikaid ilmselt võtavadki - paari tunni jagu seiklusi ja naljakaid äpardusi , mille juures on ainult see häda , et peab täpselt meeles pidama , kuskohast ja mis järjekorras mida võtta tuleb ja kellele mida ütlema peab . 
28	NA	 Tegelikult on nipp just selles esimeses läbimises , kui sa veel midagi ei tea ja alles otsid seda õiget teed ja varianti . 
28	NA	 Aga neil seal läks käima Larry ja ma noogutasin kergendatult - esimese kosmilise seiklusega tulen ma toime , ja kahe kuningaks-pürgija teekonda olen jupiti ka näinud , aga Larry oli mul vaieldamatult kõige paremini selge . 
28	NA	" See mäng on "" alaealistele keelatud "" ja seepärast tuleb algul vastata tervele reale vastikutele küsimustele , et oma iga tõestada . "
28	NA	 Iga täiskasvanud ameeriklane ehk teabki neid asju , meil siin on aga vähe neid , kes peast ära ütlevad , kes oli esimene neeger-pesapallimängija National League's vms. 
28	NA	 Nii kulus meil kamba peale mitu katset , et mängu sisse pääseda . 
28	NA	 Mõned spetsiifilised teadmised jäävad sedakaudu külge , näiteks et Oral Roberts on jutlustaja , aga mitte teatavat sorti kraadiklaas . 
28	NA	 Või et Calvin Klein on moekunstnik . 
28	NA	 Või jälle et Nevadas ei ole ei värsket vett ega juute . 
29	NA	 Mäng ise seisneb selles , et mingi noor kutt on tulnud linna ööeluga tutvuma ja seisab algul baari ees . 
29	NA	 Ma ei hakanud ligi trügima , ja see tegelane , kes parajasti klaviatuuri taga istus , näitas oma kompetentsust sellega , et keeras põiktänavasse , ronis suurde prügikasti ja korjas sealt haamri . 
29	NA	 Siis tuli baari ette tagasi , viipas takso ning sõitis poodi preservatiive ostma . 
30	NA	 Mõni mäng on lineaarse ülesehitusega nii ruumis kui ka ajas - sa ei saa järgmist ülesannet enne kätte , kui eelmine on täidetud . 
30	NA	 Noh , et sa ei pääse enne raketti , kui oled lüüsist läbi , ja lüüsist läbi ei saa sa ilma skafandrita jne. 
30	NA	 Larry nii üheselt määratud ei ole , ise võib valida , mis järjekorras mida teha . 
30	NA	 Muidugi , kui oled köiega voodi külge seotud ja pole selleks ajaks taibanud taskunuga muretseda , siis oled omadega õhtal küll . 
30	NA	 Surmasaamiseks on muidugi igasuguseid naljakaid võimalusi - pimedas nurgataguses lööb pätt su kohe maha , aga halvasti lõpeb ka katse taksost või poest raha maksmata jalga lasta . 
30	NA	 Kõige üllatavam on vast see , mis juhtub , kui peldikus vett satud tõmbama . 
31	NA	 Ekraanil astus Larry , taganedes suure koera eest , kes talle jala peale püüdis lasta , ettevaatamatult sõiduteele - ja kohe ilmus nurga tagant auto , mis ta laiaks sõitis . 
31	NA	 Surnud . 
32	NA	" "" Laske spets letti , "" üles Boss . "
33	NA	 Nagu ma juba ütlesin , võtab osa inimesi seda mängu kui multikat . 
33	NA	 Ja multifilmis ei hakka ju keegi kaadreid või süžeekäiku ümber tõstma . 
33	NA	 Mul on küll enda jaoks ka täitsa kindel tegutsemisjärjekord . 
33	NA	 Aga ma optimeerisin - on vist niisugune sõna ? - selle järgi , et ühest linnaosast teise ja jälle tagasi sõitmine võtab raha , ning mõnigi muu tegevus - nagu abielu registreerimine - võtab ka raha . 
33	NA	 Ainus võimalus raha saada on seda kasiinos võita , see on aga väga vaevaline . 
33	NA	 Niisiis ma mõtlesin välja variandi , kus võimalikult vähe tuleks taksoga sõita . 
33	NA	 Nii et kui ma baaris kõik korda olin ajanud ja tänavatüdruku tuppa jõudsin - pealtvaatajate seast kostis juba hoiatav ümin - virutasin ainult tema laua pealt kommikarbi , avasin akna ja hüppasin välja . 
34	NA	 Mängu nüanssidel pole siinkohal rohkem mõtet peatuda , igatahes sain ma paari tunniga asja ühele poole ja kogusin seejuures rohkem punkte , kui keegi kohalolijatest seda eales näinud oli . 
34	NA	 ( Maksimumist on mul tänaseni neli punkti puudu , aga ma ei ole viitsinud neid ka taga otsida . ) 
34	NA	 Boss jäi rahule ja lubas mind veel üles otsida . 
35	NA	 See oli niivõrd ebamäärane tähtaeg ja mitte millekski kohustav lubadus , et otsustasin oma edasise elukorralduse üle mõtisklemise sinnani edasi lükata . 
35	NA	 Ja jätkasin oma ebakindlat koostööd ehitustrustiga . 
35	NA	 Olin juba ligi pool aastat platsilt eemal olnud ja keegi polnud minust puudust tundnud . 
35	NA	 Pigem vastupidi - nad olid raha rohkem saanud , seda nimetatakse brigaaditöövõtuks . 
35	NA	 Ühtlasi jätkasin oma mitte-nii-ebakindlat suhtlemist krohvijaplika Pillega . 
35	NA	 Siin oli probleem vaid selles , et aimates ette peatset töösuhete katkestamist , tahtsin natuke raha mustadeks päevadeks hoida ja ei viitsinud seda tema peale kulutada . 
35	NA	 Ilmselt tundusin veel piisavalt romantilise kujuna , et ta sellega leppis . 
35	NA	 Samas oli tal õnneks ka niipalju mõistust peas , et mitte teha mingeid ühiseid tulevikuplaane . 
35	NA	 Või , noh , küllap ta pisikeses peas umbes niisugune mõte oligi , et päris-elu pole veel käes ja enne tuleb ringi vaadata ning järele proovida . 
35	NA	 Mida ? 
35	NA	 Kõike seda , mida tal kodukülas ei olnud . 
36	NA	 Oli juunikuu lahe ja muretu keskpaik , kui ma - olin kesklinnas ringi hulkunud - ühikale lähenedes Bossi autot nägin . 
36	NA	" "" Käisin üleeile ka , aga sind polnud , "" teatas ta rahulolematu tooniga , kui olin autosse istunud . "
36	NA	" "" Milleks sul mind üldse vaja on ? "" otsustasin järele pärida . "
37	NA	" "" Mul on kihlvedu . "
37	NA	 Mingi tüübiga . 
37	NA	 Et kes lahendab kiiremini ja suuremate punktidega ühe uue mängu . 
37	NA	 Siin ei tohiks keegi seda veel tunda , aga Moskvas on ta olemas ja õige pea jõuab siia . 
37	NA	 Kumbki võib muidugi endale meeskonna abiks võtta . 
37	NA	" Oled nõus ? "" "
38	NA	" "" Kas või kohe . "
38	NA	" Mis mäng see on ? "" "
39	NA	" "" Ma ei tea , see pole veel Eestisse jõudnud . "
39	NA	" Ja veel - suviti asub mu staap linnast väljas ... "" "
39	NA	 Ta mainis ühe mereäärse linnakese nime . 
40	NA	" "" Kas söök ja prii suvitamisvõimalus käivad asja sisse ? "" uurisin . "
40	NA	" "" See võtab vähemalt nädala . "
40	NA	 Võib võtta kauemgi . 
40	NA	" "" "
41	NA	" "" Nädala ? "" imestas tema . "
42	NA	" "" Ega uut mängu kahe tunniga läbi ei jookse küll , "" laiutasin käsi . "
43	NA	" "" Olgu pealegi . "
43	NA	" Nii et tuled ? "" "
44	NA	" "" Kas või kohe . "
44	NA	" "" "
45	NA	 Boss mõõtis mind pika pilguga . 
45	NA	" "" Minugipoolest . "
45	NA	 Ma sõidan homme hommikul - tulen siit läbi . 
45	NA	 Ja veel - see on nii soovituse tasemel - võta midagi oma välimusega ette . 
45	NA	 Kui sa juba nagu minu teenistuses hakkad olema , pole oluline , et sa endale liiga suurt tähelepanu tõmbad . 
45	NA	" Homseni ! "" "
46	NA	 Ma olin Pille paariks päevaks hooletusse jätnud . 
46	NA	 Läksin teda otsima , tuba oli lukus . 
46	NA	 Tegin hästi närvilise näo ja kiskusin koridori otsas suitsu . 
46	NA	 O'nneks tuli ta üsna varsti . 
46	NA	" "" Ütle kohe , kui sa mind aidata ei taha , asjad on keerulise pöörde võtnud . "
46	NA	" "" "
47	NA	 Pille unustas meie viimase tühise tüli kohe ära . 
47	NA	 Ja üldse oli tal kinnisidee , et ma oma hulkumisaastate vältel - millest olin talle natuke jutustanud - sugugi ainult heade inimestega kokku ei puutunud . 
47	NA	 Et minu minevikus on peidus mingid mustad jõud ja need võivad iga hetk pinnale ujuda . 
47	NA	 Seda ma nüüd talle ette mängisingi . 
47	NA	" "" Ma pean ära kaduma . "
47	NA	 Paariks nädalaks - võibolla rohkemaks . 
47	NA	 On kindlam , kui ma ka sulle ei ütle , kuhu . 
47	NA	" Aga aita mul oma välimust muuta . "" "
47	NA	" Kui ma oleksin võinud kindel olla , et ta on "" Aarete saart "" lugenud , oleksin õõnsa häälega "" must märk ! "" sosistanud . "
47	NA	 Aga ma oletasin , et ta on liiga noor . 
47	NA	 Või liiga vähelugev . 
48	NA	 Kuid kui mu pulstunud habe maha sai aetud , võttis ta toimuvat juba väga tõsiselt . 
48	NA	" "" Seesama punase autoga kutt või ? "" küsis ta nagu muu seas . "
48	NA	" "" Temalt ma kuulsin , nii et tema on liitlane . "
48	NA	" Aga päris lõpuni ei usalda ma teda ka , "" lisasin salapära ja suunasin ta oma Simsoni-paruka kallale . "
48	NA	 Siis tegi ta kuuma vett ja pesi - täiesti omal algatusel - allesjäänud tutid mingi tooniva šampooniga ära . 
48	NA	 Väga mõnus protseduur oli , ja kui ma viimaks peeglisse vaatasin , olin tõesti tundmatuseni muutunud . 
48	NA	 Võiks isegi öelda , et nooremaks . 
48	NA	 Pärast voodis oli ta ka iseäranis tuline . 
48	NA	 Ei tea , kuhu tema nii äkitselt tiivad leidnud fantaasia teda oli viinud . 
48	NA	" "" Kas sul ikka raha on ? "" kuulsin juba poolunes lebades . "
48	NA	" "" Esialgu ... "" pomisesin - ja jäin magama . "
49	NA	 Boss eelistas kiiret sõitu ja valju muusikat , nii et reis möödus suhteliselt sõnatult . 
49	NA	" Peale seda , tähendab , kui ta mind hommikul ära ei tundnud ja ma talle "" Üllatus ! "
49	NA	" Üllatus ! "" pidin karjuma . "
49	NA	" Siis ta vaatas mind veel natuke aega kahtlevalt ja ühmas : "" Käib küll . "" "
49	NA	" Kui olime juba kohale jõudnud , lükkas ta maki kinni ja osutas : "" Kohvik . "
49	NA	 Kaubamaja . 
49	NA	 Võõrastemaja ja restoran . 
49	NA	 Videokohvik . 
49	NA	" Ega siin rohkem eriti olegi . "" "
49	NA	 Uute paneelmajade rajoon oli muidugi ka olemas ja küllap mõned tööstusettevõttedki , tegime paar jõnksu longuvajunud puumajade vahel , siis näis linnake ära lõppevat - või vähemalt asfalt . 
49	NA	 Umbes kilomeetri pärast hakkas hõreda segametsa vahelt paistma suur kahekorruseline puumaja . 
49	NA	" ( "" Segamets "" võib öelda peaaegu iga asja kohta . "
49	NA	 Mulle õudselt meeldib männimets ja siin oli ilusaid ja kõrgeid , tõsi küll , kõhnavõitu mände ka . 
49	NA	 Aga mingid lehtpuud sirgusid niisama edukalt ja varjasid päikest . 
49	NA	 Männimetsa all kasvab sammal , kuhu on mõnus siruli heita . 
49	NA	 Aga siin kasvas peamiselt mingi lihavaleheline jama . ) 
49	NA	" Boss parkis auto maja varjupoolsesse külge : "" See ongi . "
49	NA	" Mansion . - Ah jah , "" tuli talle veel meelde , "" on paar naist , kellel on siin võrdväärsed külalise-õigused . "
49	NA	 Et kui neil tekivad seksuaalsed vajadused , annavad nad sellest ise teada . 
49	NA	" "" "
50	NA	" "" Nigu mõis , "" hindasin maja suurust , kui uksele lähenesime . "
50	NA	 Ukseni viis muuseas enam kui meetri kõrgune kaarekujuline trepp , kivist astmeplaadid olid kulunud ja mõralised . 
50	NA	" "" Vanasti olid sellised suvilad , "" teatas Boss . "
51	NA	 Läbi esiku pääses lahmakasse kaminasaali . 
51	NA	 Raske puust laud ja kaks rohmakat pikka pinki selle juures moodustasid kontrasti moodsate , kunstnahaga kaetud diivanijuppidega , mis seisid seinte ääres . 
51	NA	 Kaminasaali ühes otsas olid kaks kõrvuti ust , Boss lükkas need minu ees pärani , mõlemad ruumid olid võrdselt lagedad , kui mitte arvestada ridades seisvaid paarikümmend voodit , mõned neist näisid hiljuti kasutusel olnud . 
51	NA	" "" Suvila ehitajal oli suur perekond , "" ühmasin . "
51	NA	" "" Ruumi siin on , igaüks valib endale sobiva nurga , "" teatas Boss ja juhatas mind saali teises otsas oleva ukse poole . "
51	NA	 Selle taga avanes ilmselt köök , ebastabiilses tasakaaluasendis - jalad laual , tool vaid tagumistel jalgadel seismas - püsis lugev meesterahvas . 
51	NA	 Et ta oli vähemalt meeter üheksakümmend pikk ja kasvuga proportsionaalselt kogukas , tundus asend eriti ebakindel . 
51	NA	 Laual käeulatuses oli poolik õllepudel ja hammustatud singileib . 
51	NA	 Mees luges kapsakskulunud raamatut ega tõstnud pilkugi . 
51	NA	" Samme kuuldes teatas ta vaid : "" Väljas on jõle palav . "
51	NA	" Siin tundub kõige jahedam . "" "
51	NA	" "" Ja singile lähem . "
51	NA	 See on Väike . 
51	NA	" See aga , "" osutas Boss minule , "" on Larry . "
51	NA	" Larry suvitab mõnda aega meil . "" "
51	NA	" Minu meelest oli sõnal "" suvitab "" vajalikust suurem rõhk . "
51	NA	" "" Kas keegi on veel majas ? "" "
51	NA	 Väike oli oma suure inimese heatahtliku pilgu meie poole pööranud , mind üle mõõtnud , nüüd pööras ta end jälle raamatusse ja kehitas õlgu . 
52	NA	 Läksime tagasi esikusse , sealt treppipidi teisele korrusele . 
52	NA	 Trepimademelt avanev suur ruum oli täis kõiksugust kolu , millest koroonalaud paistis kõige mõistlikum . 
