par_nr	head	sentence
19	NA	" "" Kui te just väga ei kiirusta , siis ootame veel mõne hetke , "" lausus see naeratav tüüp kõigutamatu häbematusega . "
19	NA	" "" Mulle nad ei öelnud , kas nad äkki veel mõnda lõõri välja koputada ei taha . "" "
20	NA	" "" Te vist ütlesite , et olete insener . "" "
21	NA	" "" Elamuvalitsuse insener , kui täpne olla . "
21	NA	" See on üks teine liik insenere ! "" "
21	NA	 Mees muigas . 
21	NA	" "" Ja muuseas , pottseppa ei käsutata . "" "
22	NA	 Marit keeras pea viltu . 
22	NA	 Ta naeratus oleks võinud tappa prillmao . 
22	NA	 Aga just sel hetkel lõi pööninguredel võnkuma paksu mehe ruttavatest jalgadest . 
22	NA	 Koomikutepaar kadus mürinal trepist alla ja nende kannul hakkas minema ka insener . 
22	NA	 Meetri jagu allpool , sattus ta heledasse päikesekiirte vihku . 
22	NA	 Mees kergitas pilgu ja naeratas rahulikult , enesessetõmbunult . 
22	NA	 Tumedad lokkis juuksed , päikesepruun nappide mehiste joontega nägu , lipusinine särgikaelus , mis nii ilusasti jumega sobis ... 
23	NA	 Marit oleks pidanud olema häiritud . 
23	NA	 Ta ütles endale , et nii ikka ei trügita daami korterisse , on ikkagi mõningaid tavasid Aga tegelikult tundis ta end lõbustatuna . 
23	NA	 Laulu ümisedes tegi ta hommikust tualetti ja isegi ühispeldik tuulisuse ja haisuga ei suutnud teda häirida . 
24	NA	 Viole d'amour'idest oli asi igatahes kaugel ! 
25	NA	 Köögis toimetades tundis Marit end liikumas ja pöörlemas mingis lõbusas rütmis nagu tantsul . 
25	NA	 Varajane palav suvi oli teda juba mõnd nädalat rahutuks teinud . 
25	NA	 Ta igatses lõhnavaid heinakaari , päikest , mis ta tulitava näo ja käsivarred tedretähti täis tipiks . 
26	NA	 Vesi hakkas kannus kohisema . 
26	NA	 Õpetajanna otsis kohvikarbi ja siis talle meenus - see on tühi . 
27	NA	 Kauplusest tulles sattus Marit kodumaja lävel tumedapäise inseneriga rinnutsi , temal daami , teisel väljuja eesõigus . 
28	NA	" "" Muide , "" sõnas Marit endalegi ootamatult . "
28	NA	" "" Te ütlesite enda inseneri olevat . "
28	NA	" Kas tilkuvad kraanid kuuluvad ka teie kompetentsi ? "" "
29	NA	" "" Näidake mulle seda kraani ! "" ütles mees rahulikult . "
29	NA	 Ta oleks nagu oodanud seda pöördumist . 
29	NA	 Trepist märkas ta igatahes ees minna . 
30	NA	" "" See ? "
30	NA	" Aga see ju ei tilgu ! "" "
31	NA	 Mida pärglit ta muheleb ? 
31	NA	 Marit ei tiku ometi võõrastele meestele sel kombel ligi ! 
31	NA	 Torulukksepad võivad olla pornoajakirjade printsid ! 
32	NA	" "" Keerake kraan lahti ! "" ütles naine külmalt . "
33	NA	 See ei olnud tilkumine , see oli pigem väike fontään , mis kraanivarda vahelt pöörale purskus , kraanikorpust pidi seina poole valgus ja sealt valamu tagaseina vahelt põrandale nõrgus . 
34	NA	 Õpetajanna pööras võidukalt selja , asetas kohvikannu pliidile tagasi , kus see kohe uuesti keema läks . 
35	NA	" "" On teil mõni tööriist majas ? "" "
35	NA	 Vastust ootamata tõmbas mees köögikapi parempoolse sahtli lahti ja leidis jalgrattavõtme , sobitas selle kraanimutrile ja keeras . 
35	NA	 Purskkaev vajus kurvalt kokku ning lakkas . 
35	NA	 Insener lennutas võtme kolksuga sahtlisse . 
35	NA	" "" On teil veel kaebusi ? "" "
36	NA	" "" Te olete küll täiesti ehtne võlur ! "" ütles Marit kõlava rõhuga , sellise vahepealse tooniga , mida võis pidada viisakuseks või irooniaks , kummaks soovitakse . "
36	NA	" "" Kas te kohvi joote ? "" "
37	NA	" "" Tunnistan pattu , kohviga saab mind iga kell ära võluda . "" "
38	NA	 Marit asetas tasse lauale . 
38	NA	" "" Keegi ei kavatse teid siin ära võluda ! "
38	NA	" Täiesti asjatu hirm . "" "
39	NA	" "" Aga mina , näete , kardan ! "" lausus mees lahkelt , kerges toonis . "
40	NA	 Ta ei joonud üksnes kohvi , vaid sõi meelsasti ja isukalt ka keedetud muna , võileiva ja koguni kaks kreemisaia , mille Marit oli äsja üle-tänava-poest ostnud . 
40	NA	 Loomulikult endale , neli tükki , üheks korraks liiga palju , kuid need ju ometi säilivad ! 
41	NA	" "" Milline antiik ! "" ütles mees üle õla Mariti valamut vaadates . "
41	NA	" "" Kas te mõnest kaasaegsemast ei hooliks ? "" "
42	NA	 See veerandkerakujuline väheste emaililaikudega roostekolakas koos tsaariaegse pronkskraaniga oli nii hästi sobinud siinse urka miljööga , et Marit polnud kunagi mõelnudki , kas seda välja vahetada ei annaks . 
42	NA	 Seda ta ka ütles , küsis , kas see on väga keeruline . 
43	NA	" "" Tulge homme , ah ei , neljapäeval mu töö juurde . "" "
44	NA	" "" Kui seal on vaja mingeid pabereid täita ... "" "
45	NA	" "" Ei ! "" "
45	NA	 Mees naeris . 
45	NA	" "" Te vist tahate valida , millist valamut soovite . "" "
46	NA	" "" Nii et valida koguni ? "
46	NA	" Mille eest siis selline lahkus ? "" "
47	NA	 Naise iroonia näis meest tüütavat . 
47	NA	" "" Üksnes kui soovite , eks ! "" "
47	NA	 Ta tõusis lauast ja tänas . 
47	NA	 Lihtsalt tõusis , astus ukse juurde , avas selle ja väljus . 
48	NA	" "" Muidugi ma ei lähe ! "" ütles Marit uksele ja iseendale . "
48	NA	 Ta viis mehe kohvitassi pikkade sõrmede vahel kraanikaussi ja loputas puhtaks . 
49	NA	 Ennelõunal luges ta jälle . 
49	NA	 Printsess oli viieteistkümneseks saanud . 
49	NA	 Ta kümbles mauri stiilis vannitoas , puhkev keha vee hellitada . 
49	NA	" "" Oli hetk vaikust , mis sarnanes unega . "
49	NA	 Kui printsess uuesti silmad avas , oli saabunud esimene visitöör . 
49	NA	 See oli tema pühadus Benedictissimus , kellel oli kombeks ilmuda audientsile enne , kui veel mingi ilmlik hool oleks puudutanud printsessi meeli . 
50	NA	 Preester oli lillas mantlis , mis langes laiade voltidena ta tüseda keha ümber . 
50	NA	 Tema paksud sõrmed olid sõrmuseid täis lükitud . 
50	NA	 Tema silmad vestsid suurest hingelisest armastusest . 
50	NA	 Tema punane nina oli ümbritsetud glooriaga . 
50	NA	" Preester laskus vanni kõrvale taburetile ja heitis õnnistava pilgu üle vee . "" "
50	NA	 Preester kõneles . 
50	NA	" "" Noored printsessid on kehastunud inglid . "
50	NA	 Taevane arm laskub nende kehasse otseselt nagu karikasse . 
50	NA	 Nende hing on ilu , nende keha on müsteerium . 
51	NA	" Printsess naeris heledalt . "" "
52	NA	 Edasi viis kirjaniku fantaasia Mariti buduaari nõiduslikku maailma , täis rokokoolauakesi lõhnaõlipudelitega . 
52	NA	 Püramiididesse laotud puudritooside värvikirevusega võisid võistelda vaid keerukaimad buketid . 
52	NA	 Tualettide kirjeldus võttis hinge kinni . 
52	NA	" "" Rõivastumine ise kestis kolm tundi , ja selle lõpus oli printsess kahekümneaastane , nii et mõningaid tualeti üksikasju tuli muuta ta ea järgi . "" "
52	NA	 Printsessile tehti soengut . 
52	NA	" "" Kamming , mis võttis ääretu aja , muutis aeg-ajalt printsessi pea otse tundmatuseni fantastiliseks . "
52	NA	" Juuksed tõusid kui leegid tuules . "" "
53	NA	 Tualeti lõpus oli printsess täiuslik . 
53	NA	 Kõige valelikumgi peegel poleks suutnud väärida seda tõde . 
53	NA	 Marit ohkas ja pani raamatu käest . 
53	NA	 Nii tugevatoimelist droogi tuli pruukida imepisikestes annustes . 
53	NA	 Nüüd oli tal tarvis endale pea otsa teha . 
53	NA	 Tal kulus veerand tundi , et oma loomulikele heleda nisu värvi juustele range ja püsiv vorm anda . 
53	NA	 Marit otsis öökapi sahtlist roheliste miinusklaaside ja valgete plastmassraamidega pääsukeseprillid , riputas roguskist käekoti küünraõndlasse ja väljus . 
53	NA	 Leitse lõi hetkega kaenlaalused niiskeks . 
53	NA	 Üks päike taevas , tuhanded teised säravad päikesed , kõige ehtsamad väikesed päikesemudelid oma parimas õieilus - võililled igal pool - plankude servades , tolmule tallatud muruplatsidel , isegi läbi ... 
54	NA	 asfaltkõnniteede tungimas . 
54	NA	 Vale ja võimatu oli elada suvel linnas ! 
55	NA	 * * * 
56	NA	 Koolimaja koridorid , mis alles eile olid kaikunud melust , kõmisesid tühjusest . 
56	NA	 Laste häältest oli jäänud vaid kujutlus , kuid nende lõhn , mis laste endi kohal olles polnud peaaegu tajutav , selle varjas vist muude muljete pillerkaar , see lõhn püsis tugevana , sugereerivana . 
56	NA	 Kas mitte see polnudki peamine , miks Marit oma töösse kiindunud oli ? 
56	NA	 Väikeste habraste kehade hõng , mis kammis ta alateadvuse tumedaid keeli . 
57	NA	 Tühjas kantseleis tärises telefon nõudlikult ja järelejätmatult . 
57	NA	 Õpetajanna sirutas käe , ent siis oli torus juba pikk toon . 
57	NA	 Jutlevad hääled lähenesid , uks avanes ja Hilda Saaliste koos kooli asjaajajaga tuli ruumi . 
57	NA	 Ega Marit olnudki nii väga häiritud teadasaamisest , et raha ei ole ega tea ka , millal saab . 
57	NA	 Kuid ta soostus puhtalt mugavusest Hildaga , et selline venitamine on ehtne sigadus . 
58	NA	" Tagasi kooliõue päikesepaistes , küsis Hilda : "" Ja mis sina siis nüüd teed ? "
58	NA	" Jääd linna raha ootama ? "" "
59	NA	" "" Ma ei tea veel . "
59	NA	" Mõne päeva ootan , eks siis vaata , "" ütles Marit . "
59	NA	 Ta soovis minna kohvi jooma . 
59	NA	 Nad valisid ühe hämara ja peaaegu jaheda urka , maandusid leti äärde ja Marit tabas hetke , kui Hilda esimest kohvilonksu neelates vait pidi olema . 
60	NA	" "" Mul oli täna hommikul üllatus ! "" "
60	NA	 Ta valgustas toimunut , nagu see vääriski - milline delikaatsuse puudumine , trügida tualetti tegeva daami korterisse ! 
61	NA	 Hilda kuulas loo ära . 
61	NA	" "" Insener ! "
61	NA	 Kunagi hääldati seda sõna ž-ga . 
61	NA	" Siis see ka tähendas midagi . "" "
62	NA	 Vesti ja ristlipsuga turske baarman rinnutas leti teises otsas , vats letitagusele lauale toetatud , ja pidas loidu vestlust paari alkoholi kaaniva tüübiga . 
62	NA	 Muusika tümpsus ühetooniliselt . 
62	NA	 Hilda vatras midagi pojast . 
62	NA	 Marit , viitsimata eriti kuulata , kergitas teeseldes mõne korra kulme . 
63	NA	 Ta on päris närviline , mõtles ta Hildast . 
63	NA	 Kahvatu , jumestamata , suu tõmbleb ... 
64	NA	 Ta tegi uuesti juttu tõmmust insenerist . 
65	NA	" "" Sa ometi ei lähe ! "" teadis Hilda . "
66	NA	" "" Miks ma ei võiks ka minna ? "" "
66	NA	 Marit ei mõelnudki sõbrannale midagi kinkida . 
66	NA	" "" Lõpuks on see ju nende kohus , või kuidas ? "" "
67	NA	 Temast oli viimase korterijagamise juures jälle mööda mindud . 
67	NA	 Parimal võimalusel saaks ta ehk erastada selle vettinud osmikuosa tänavaäärse kivimaja ja Vallimäe nõlva vahel . 
67	NA	 Igaveseks . 
67	NA	 Marit oli küll optimist , kes trotslikult pea seljas ringi käis , aga siiski , mida ta oma palga juures sellega pihta hakkaks , kui see kaela kukkuda mõtleb ? 
68	NA	 Õnneks pole seljal silmi . 
68	NA	 Nii ei näinud õpetajannad meeste ilmeid , mis nende ukseavasse kadumist saatsid . 
68	NA	 Seda aimates , mõtles Marit , mida oleksid jotad teinud , kui nad mõlemad klaasi konjakit oleksid tellinud ? 
68	NA	 Ta tõstis näo vastu päikest ja kibe naeratus ilmus ta suunurka . 
68	NA	 Jätnud sõbrannaga kiirustades hüvasti , jalutas ta turule , trügis läbi arust ära inimeste , kes hilpude , kosmeetika , jalatsite , tehnikakolu , kohvipakkide ja kõige muu võimalikuga kaetud lettide vahel sõelusid . 
68	NA	 Teda huvitasid turul ainult kutsikad . 
68	NA	 Seekord oli müügil üks pesakond airdeilterjeri habemikuhakatisi , üksik tubli noor krants ja bolonkade niutsuv sülem . 
68	NA	 Marit silitas neid , huuled naeratusest pruntis . 
68	NA	 Ta vestles koerte omanikega ja lahkus õnnelikuna . 
68	NA	 Et jälle Tuglase fantaasiamaailma sukelduda . 
69	NA	 Muidu nii ökonoomne Tuglas oli tegevuspaiga kirjeldamisele mitu lehekülge pühendanud . 
69	NA	 Kõige selle lugemise juures ei toimunud muud , kui vaid printsessi minek läbi lossi valitsuse istungile . 
69	NA	 Kogu seda värvikirevat muinasjutumaailma ilmestas pisike südantsoojendav detail . 
69	NA	" "" Eemal lahes kaugenes avatud purjedel kolm laeva taevaranna joone poole . "
69	NA	 Nad vähenesid ühtesoodu , et muutuda lõpuks olematuiks . 
70	NA	" Printsess vaatas neile järele , ja ta silmist paistis , nagu oleks tal võinud olla isegi täitumatuid igatsusi . "" "
71	NA	 Marit ohkas enesele teadmatult ja jäi tagaaknast välja vaatama . 
71	NA	 See , mida ta seal nägi , ei olnud prahti täis loobitud võsastunud mäeserv , mis otse maja tagant taevasse kerkis , vaid avar vaade üle rusukaldemaastike ja rannanõmmede kaugele merele . 
71	NA	 Tõtt öelda ei lahkunud sellelt rannalt ealeski laevu silmapiiri poole , vaid nad tulid kaugelt ja läksid kaugele , jättes unistavale tüdrukule igatsusepiina . 
72	NA	 Kohe pärast seda väikest sooja värvilaiku viis kirjanik kirjandusõpetaja süngesse , riigimeeste tumedate portreedega dekoreeritud ruumi valitsuse istungile . 
72	NA	 Niisama kurjad ja sünged , kui olid seintel pildid , niisama veidrad olid ruumis laua ümber istuvad ministrid . 
72	NA	 Nende nääklemine oli nii inimlik ja rumal . 
72	NA	 Üksainus mees teiste hulgas vääris tähelepanu . 
72	NA	 Ta oli teema sissejuhatus . 
73	NA	" "" Otse printsessi vastas üle laua nõjatus seljatoele lord Byron - sisimate asjade minister . "
73	NA	 Ta oli ainus valitsusliige , kelle printsess ise oli ametisse kutsunud . 
73	NA	 Tema must juus pöördus kõrva juures kergemeelse lokina põsele . 
73	NA	 Ta oli rõivastatud väljaspool aega ja kohta kõige uuema moe järgi . 
73	NA	 Tema suurel dekolteel roosatas Püha Amori ordumärk , mis annetatud haruldaste teenete eest . 
74	NA	 Printsess avas ühel hoobil koosoleku ja šokolaadikarbi . 
75	NA	" "" Niisiis , mu härrad , "" lausus ta , pistes šokolaadi ahvi suhu , "" riigis on kõik rahulik , nagu ma kardan . "" "
76	NA	" "" Riigis on kõik rahulik ! "" põrutas krahv Moncrif rusikaga lauale . "
76	NA	" "" Selle eest vastutan mina ! "" "
77	NA	" "" Kas tõesti ? "" kihistas krahv Balleti "" "
78	NA	 Veel ei olnud aeg Püha Amori ordu aumärgi kavaleri lord Byroni teemat lahti mängida ja selle ootuses oli Tuglas otsustanud lugejale sisse sööta terve riigimeeste intriigide ja vaenu buketi . 
78	NA	 Mariti teadvust üksnes riivas võimalus , et kirjanikule võis ehk politikaanlus koguni peateema ollagi . 
78	NA	 Kui ta seda novelli koolis õpilastega läbi võtaks , siis küllap ta nii vist räägikski . 
78	NA	 Tuglas , see revolutsionäär , kes tsaarirežiimi karistava käe eest aina plehus pidi olema ! 
79	NA	 Seda mõeldes oli õpetajanna ilme lihtsalt ja südamlikult lõbus . 
79	NA	 Kogu trots ja sarkasm olid selleks korraks unustatud . 
79	NA	 Oh , muidugi teesklus ! 
79	NA	 Aina teesklus kogu ta elu oligi ! 
80	NA	 Kuid koolis ei käsitleta kunagi teoseid , mida saaks lugeda häälevärinal , nii et ei tekiks tahtmistki neis sobrada , esile tõsta seda või teist kunstilist võtet , otsida ideed ja probleemi sõlmistust . 
80	NA	 Oli aeg , mil see pealesunnitud silmakirjalikkus teda ennast hoopis rohkem raevu ajas kui õpilasi . 
80	NA	 Tundus , et õpilased muud ei eeldanudki ! 
81	NA	 Võib ju olla , et Marit oligi naiivne . 
81	NA	 Ent nii naiivne ta nüüd ka ei olnud , nagu amet näida käskis . 
81	NA	 See oli pikk , piinarikas arutelu , endale otsavaatamine . 
81	NA	 Vahel oli kõhe kogeda , milliseid riske elu peale sunnib , kui sa just ei loe oma ainet lihtlabaselt tahvli ees maha , vaid käid enda valitud rada . 
81	NA	 Marit ei kavatsenud muretul kevadsuvisel õhtupoolikul sellesse enesepiinamisse laskuda . 
81	NA	 Ta pani raamatu käest ja läks kööki pannkooke praadima . 
81	NA	 See tõmmu insener pistis ta kreemisaiad ju hommikueine ajal kinni . 
82	NA	 Pannkooke võib mitut moodi teha . 
82	NA	 Täna tegi õpetajanna neid nii , nagu oleks tal külalisi oodata . 
82	NA	 Koogid tulid õhkõrnad . 
82	NA	 Neid olnuks lausa kahju ise ära süüa . 
82	NA	 Ja saatus osutaski Maritile teene , saatiskülalised . 
82	NA	 Esialgu oli see vaid välisukse kolks ja nooruki ninahääle kõla , sekka tütarlapse õrnemat tämbrit , siis trepikägin ja koputus . 
83	NA	 Hommikuse brüneti käharpea asemel oli ukseavas nüüd ruuge päikeseketas , palmilehvik ja soovitus : 
84	NA	" "" Be happy ! "" "
84	NA	 Vaks kõrgemal naeratas tüünes enesenaudingus Peep Saaliste siidpehmete vurrudega ja väga napi siilisoenguga pea . 
84	NA	 Dressirinnale maalitud päikesest pisut madalamal vaatasid õpetajale otsa kaks helesinist , üsna tõsist ja iseteadlikku silma . 
84	NA	 Kairi ulatus Peebule vaevalt kaenla alla , ta oli täiesti blond , peaaegu nudiks pöetud . 
84	NA	 Tüdruk kandis valget kleiti , mis oli tal ehk juba viiendas klassis seljas olnud . 
84	NA	 Nähtavasti mitu aastat kusagil kapinurgas unustuses rippunud , oli kleit nüüd uut elu alustanud . 
84	NA	 Selle kaharat seelikuosa oli tüdruk veel lühemaks võtnud . 
85	NA	 Napim ei saanud üks riidetükk enam olla . 
85	NA	 Veidi vasakule kallutatud nägu küsis kogu oma süütus trotslikkuses — kas sellel hilbul on midagi viga või ? 
86	NA	" Marit lausus oma tavalisest kõnehäälest oktaavi võrra madalamalt : "" Oi kui tore ! "
86	NA	 Palun , tulge edasi ! 
86	NA	" Mul on just pannkoogid valmis ! "" "
86	NA	 Eile , pärast aktust , kui ilmnes , et tema lõpuklass ei mõtlegi teda peole kutsuda , oli Marit tärkava solvumise endast välja kihutanud , oli end häälestanud vabale suvele . 
86	NA	 Isegi Peebu ema jutus mitut puhku üles kerkinud lõpupeopudemed oli tal õnnestunud kõrvust mööda lasta . 
86	NA	 Oh , ta teadis küll , kuidas kolleegid rivaalitsesid , andes mõista , et sind su õpilased veel vähem taluvad , kui tema omad teda . 
86	NA	 Mida Hilda nüüd ütleks , kui näeks oma jumaldatud Peepu koos selle Kairiga Mariti köögis õunamoosiga pannkooke söömas ? 
87	NA	 Klassijuhataja terane tähelepanu registreeris selle pisikese muutuse kõnetoonis , mis paari viimase nädala jooksul aina selgemini oli ilmnenud . 
87	NA	 Algul oli see vaid väike ninakus , veidi viitsimatust sind lõpuni kuulata , võrdõiguslikkuse rõhutamine . 
87	NA	 Siis juba natuke nagu lugupidamatus , kärsimatus olla taluv ja viisakas . 
87	NA	 Nüüd oli nende noorte olek lihtsalt vaba ja noorust , elluastumist ning ülemeelikust pillavalt nautiv . 
87	NA	 Nad arvasid endast muidugi pisut rohkem , kui nad olid , kuid see oli ju ometi loomulik . 
88	NA	" "" Tegelikult me tuline ikka nats asja pärast ka , "" ütles poiss oma sametmusta bassiga . "
88	NA	 Ta käsi läks taskusse ja tuli sealt esile väikese karbiga . 
88	NA	 Korraga oli Kairil nööpnõel käes ja ta pistis selle õpetaja kleidikangast läbi . 
88	NA	 Peebu suured soojad käed asetasid ketirõngakese sinna otsa ja juba rippuski Mariti rinnal hõbedane lõpumärk . 
88	NA	" "" Klassijuhataja "" oli selle taha graveeritud , mitte "" Marit "" , nagu eelmisel samasugusel . "
89	NA	" Üsna kohe seejärel , kui õpetaja silmad enam ei pilkunud , ütles poiss : "" Me läheme täna kogu mansaga Neerutisse . "
89	NA	" Tulge teie ka ! "" "
90	NA	" "" Neerutisse baari ? "" küsis Marit . "
90	NA	 Ta vältis tooni halvustavaks muutumist . 
90	NA	 Sinna , kus need üle maa kuulsad paljaste rindadega ettekandjad on ! 
90	NA	" "" Palju tänu , aga te tunnete ennast seal ilma minutagi küllalt hästi ! "" "
91	NA	 Kairi külmad silmad käisid kähku üle ta näo , pöördusid aknasse vaatama , siis , siis üsna jahedalt Peebu poole . 
91	NA	 Marit Möller tundis endas solvumist nagu nõelatorget . 
91	NA	 Ta teadis liiga hästi , mida keegi praegu mõtleb . 
91	NA	 Sealsamas Neerutis , tegelikult küll mitte baaris , siis seda seal vist veel ei olnudki , oli ta paari aasta eest suusavaheajal plika poiste toast voodist kätte saanud . 
91	NA	" "" Mida sa saad mulle teha ? "" küsisid tüdruku silmad aina sestpeale . "
91	NA	 Kui palju tal oleks öelda olnud ! 
91	NA	 Kuid tema perekonnaseis tegi selliste ütlemiste mõtte juba ette narriks ! 
92	NA	 Nagu lendava linnu vari välgatas läbi õpetaja teadvuse lühike õel kujutlus - ta võtab kätte ja lähebki oma eilsete õpilastega sellesse kahtlase kuulsusega kõrtsi ! 
92	NA	 Kas ta siis ei tea , kuidas sellised asjad käivad ! 
92	NA	 Tema enda tudengipõlvest , kui taolised tembud veel päris loomulikud olid , polnud rohkem kui tosinkond aastat möödas . 
93	NA	 Muidugi , tal polnud raha ! 
93	NA	 Tähendab , ta oleks võinud ju mõne sellise kergemeelsuse endale lubada , aga siis oleks pidanud hoiuarvelt raha võtma ja selleks oli täna juba hilja . 
93	NA	 Ja Marit teadis väga hästi seda enesenäitamise kihku , mis neile kooli lõpu järel peale tuleb . 
93	NA	 Ta ei tahtnud demonstratiivselt halba käitumist , mida ta kohalolek nii mõnestki välja meelitaks . 
93	NA	 Veel vähem tahtis ta olla mõne lollpeast donžuani märklauaks . 
93	NA	 Nad ei olnud võrdsed mingis mõttes . 
93	NA	 Milleks seda teeselda ! 
94	NA	 Õpetajanna seisis kardina varjus ja vaatas , kuidas Peep ja Kairi üle kitsa kallaku hoovi läksid . 
