par_nr	head	sentence
49	NA	 Ta võttis pokaali ja rüüpas suure lonksu . 
49	NA	 Muusika tinises vaikselt , ekseldes baari sügavates soppides . 
50	NA	 Tüdruk silmitses teda , pea viltu . 
51	NA	" "" Teate , "" sõnas ta ootamatult . "
51	NA	" "" Ma mõtlesin sellele ämblikule ... "" "
52	NA	" "" Millisele ämblikule ? "" ei mõistnud Uber . "
53	NA	" "" Sellele , keda te orbitaali vaadates nägite . "" "
53	NA	 Carna toetas lõua rusikale ja kibrutas kulmu . 
53	NA	" "" Ma üritasin ette kujutada , kuidas te seda näete ... "" "
54	NA	" "" Ja ... ? "" pomises Uber , kes oli asjade sellisest pöördest veidi üllatunud . "
55	NA	 Carna väristas end kergelt . 
56	NA	" "" Mul hakkas jube . "
56	NA	 Kosmiline ämblik , hiiglaslik monstrum , kes varitseb saaki . 
56	NA	" Saak , see tähendab laev , läheneb ; ämblik sirutab end välja , haarab temast halastamatute haaratsite ja manipulaatoritega kinni , haalab lähemale , mässib oma toitekaablite ja juhtmete võrku ning imeb temast elu , see on reisijad , välja ... Teiega peab midagi õige ränka olema juhtunud , et te selliseid asju endale ette kujutate . "" "
57	NA	 Uber muigas vaevaliselt . 
58	NA	" "" Teie kujutasite seda ette , mitte mina . "
58	NA	" Need olid teie sõnad , "" vaidles ta . "
58	NA	" "" Kui ta vaid teaks , kui lähedal ta tõele oli ... "" "
59	NA	" "" Jah , kuid te ju ise tunnistasite äsja , et see lend ei mõju teile hästi , "" ei jätnud Carna jonni . "
59	NA	" "" Miski järelikult ikkagi häirib teid ! "" "
60	NA	" "" Olete te psühholoogiat õppinud või mis ? "" "
61	NA	" "" Niisama , mõned juhuslikud loengud , "" kehitas Carna õlgu . "
61	NA	" "" Psühholoogia , psühhoanalüüs , nipet-näpet ... "" "
62	NA	" "" Või nipet-näpet ! "" urises Uber . "
62	NA	" "" Ma pean vist õnne tänama , et te täiskursust läbi pole teinud , mine tea , mis te siis veel mu jutust välja loeksite ! "" "
63	NA	 Uber vaikis hetke . 
64	NA	" "" Nojah , mis ma ikka puiklen , "" ohkas ta lõpuks . "
64	NA	" "" Teatud määral on teil õigus . "
64	NA	 Kuid mitte orbitaali suhtes . 
64	NA	 Ma olen lihtsalt oma tunded selle planeedi vastu alateadlikult üle kandnud orbitaalile kui selle maailma väravale . 
64	NA	 Asi on tegelikult planeedis . 
64	NA	" Hunt on see kiskja , kes toitub inimestest . "" "
65	NA	" "" Muidugi mitte otseselt , "" lisas ta , nähes tüdruku ehmatust . "
65	NA	" "" Piltlikus tähenduses muidugi . "" "
66	NA	" "" Nii et midagi ikka juhtus , "" pomises Carna . "
66	NA	" "" Midagi isiklikku ... "
66	NA	 Ja nüüd lähete te kätte maksma ! 
66	NA	" Kogu see õpetlase-jutt oli siis jama ? "" "
67	NA	" "" Ei . "
67	NA	" Ma ei lähe kätte maksma , "" seletas Uber kannatlikult . "" Olete teie alles romantik ! "
67	NA	 Ma lähen selgust saama . 
67	NA	 Ja ei mingit jama ! 
67	NA	 Ma tahan tõepoolest teada saada , mis juhtus . 
67	NA	" Ja miks . "" "
68	NA	" "" Kas ta ... suri ? "" päris tüdruk vaikselt . "
69	NA	" "" Lõpetame selle jutu ! "" lõikas Uber . "
69	NA	" "" Ma ei taha sellest rääkida . "" "
70	NA	 Nad vaikisid , hoidudes hoolikalt teineteisele otsa vaatamast . 
71	NA	" "" Milleks teil mind vaja on ? "" küsis Carna lõpuks . "
72	NA	" "" Ma ju ütlesin , "" ohkas Uber . "
72	NA	" "" Ma otsin seoseid , põhjuseid ; üritan näha asjade taha ... "
72	NA	 Te lähete Hundile palverännakule . 
72	NA	 Miks ? 
72	NA	" Mida te otsite ? "" "
73	NA	" "" Mida ma otsin ? "" "
73	NA	 Tüdruk vajus mõttesse . 
73	NA	" "" Huvitav , ma pole ise seda küsimust endale kunagi esitanud . "
73	NA	 Ma ei tea . 
74	NA	 Mulle lihtsalt tundus korraga , et mu elul pole mingit sihti . 
74	NA	" Et ma olen elanud asjata ... "" "
75	NA	" "" Kui vana te õigupoolest olete ? "" katkestas Uber teda . "
76	NA	" "" Varsti saan kakskümmend . "" "
77	NA	" "" Hoidku küll , mina olen 43 ja oma arust on minulgi veel küllalt aega sihte seada ... "" jahmus Uber . "
77	NA	" "" Kuhu te oma palverännaku teete , kui see saladus pole ? "" "
78	NA	" "" Ärataja kloostrisse . "
78	NA	" See pidavat olema kusagil mägedes . "" "
79	NA	" "" Uus Avanemine , "" noogutas Uber süngelt ja ta silmad tumenesid . "
79	NA	" "" Seda ma kartsingi . "
79	NA	" Ja teil on plaanis see läbi teha ? "" "
80	NA	" "" Jah , "" vastas tüdruk lihtsalt . "
81	NA	 Uber vangutas pead . 
81	NA	 Ta ei mõistnud . 
81	NA	 Ta võis aru saada nende motiividest , kes okultistide nime all Hundile voorisid . 
81	NA	 Lootus saada osa jumalikust jõust , mis end Hundil avaldab , oli piisav põhjus , et ruumiränd ette võtta . 
81	NA	 Maagilised amuletid , mida juttude järgi olevat Hundil võimalik valmistada , tõotasid nende omanikule piiritut müügitulu ja eluaegset rikkust . 
81	NA	 Isegi turiste , kes olid nõus üüratuid summasid maksma , et Hundil mõnes kloostris ehtsat surma ja sellele järgnevat ülestõusmist kogeda , oli ta valmis mõistma . 
81	NA	 Küllap see oli igavlevatele rikkuritele piisavalt eksklusiivne seiklus , et sellega hiljem teiste ees kiidelda . 
81	NA	 Kuid ta ei suutnud mõista neid , kes tõsimeeli palverännule tulid . 
81	NA	 Mida nad lootsid leida ? 
81	NA	 Mis neil puudus , et nad tundsid vajadust surma kogeda ? 
82	NA	" "" Miks ? "" päris ta taas . "
82	NA	" "" Kas te arvate , et surm võib anda teie elule mõtte ? "" "
83	NA	" "" Võibolla . "
83	NA	" On see siis nii võimatu ? "" "
84	NA	 Uber tundis , kuidas ärritus temas maad võtab . 
84	NA	 Talle meenus Tamery . 
84	NA	 Ta ei tahtnud , et ka see tüdruk siin ... 
85	NA	" "" Ei , ei ole ! "
85	NA	" Teatud mõttes on teil isegi õigus , "" selgitas ta , üritades iga hinna eest rahulikuks jääda . "
85	NA	 Kui ta oleks suutnud Tameryt veenda ... 
85	NA	 Kui ta suudaks nüüd seda tüdrukutki veenda ... 
85	NA	" "" See tundub olevat paradoksaalne , ent elu on tõepoolest võimeline väärtustama vaid surm . "
85	NA	 Teadmine , et olemine võib igal suvalisel hetkel mitteolemiseks üle minna , on üks väheseid asju , mis meid olles pingutama sunnib . 
85	NA	 Selles mõttes on õige , et surm annab elule mõtte . 
85	NA	 Kuid selle mõtte annab surma olemasolu , teadmine sellest , mitte surma kogemine ! 
85	NA	" Surm ise ei saa olla elu mõtteks ! "" "
86	NA	 Carna vaatas talle oma suurte imestavate silmadega otsa , nagu ei kuulakski ta teda . 
87	NA	" "" Kuhu te ise suundute ? "" päris ta ning Uberile jäigi selgusetuks , kas tüdruk oli teda üldse kuulanud . "
88	NA	" "" Sinna , kuhu teiegi , "" lausus ta lõpuks süngelt . "
89	NA	" "" Tõesti ? "" elavnes tüdruk . "
89	NA	" "" Kuid te pole ju palverändur ... "" "
90	NA	" "" Ma tahan näha , mis seal tegelikult sünnib . "
90	NA	" Ma ju ütlesin — ma tahan selgusele jõuda ... "" "
91	NA	" "" Tore . "
91	NA	" Siis läheme koos ! "" plaksutas Carna rõõmsalt käsi , laskmata Uberil vastu vaielda . "
92	NA	 Külmas kosmilises pimeduses vonklesid toitekaablid läbi tühjuse , sirutudes laeva poole . 
92	NA	 Nõrk värin raputas laineri keret , kui käpataolised haaratsid temast kinni rabasid ja orbitaali külge fikseerisid . 
92	NA	 Vaakum neelas lukustusmehhanismide sulgumise kuivad naksatused ja õhulüüside avanemise abitu sisina . 
92	NA	 Ämblik oli oma saagi kinni püüdnud . 
93	 2 . 	 2 . 
94	NA	 Uber istus mäenõlval ja vaatas alla . 
94	NA	 Carna lamaskles ta kõrval , pikk läikiv rüü poolde reide üles kääritud , ja liigutas varbaid . 
94	NA	 Tema saapad vedelesid siinsamas kiduras rohus . 
95	NA	 Kaks päeva tagasi oli süstik neid orbitaalilt planeedile toonud . 
95	NA	" Isikutuvastamine , rutiinne tervisekontroll , "" Sõidu eesmärk , palun ? "
95	NA	" "" ... "
96	NA	 Rutiin lõppes siis , kui nad transpordijaamast väljuda tahtsid . 
96	NA	 Viisakalt juhiti nende tähelepanu sildile , mis palverändurid väljapääsu asemel veel ühte ruumi juhatas . 
96	NA	 Seal anti neile ürbid , mida kandsid Hundi mungad — kuldselt voogavad maaniulatuvad rüüd , mis näisid valatuna , mitte õmmelduna . 
96	NA	 Kuni palverännaku lõpuni oli neid munkadega ühte seisusesse tõstetud . 
97	NA	 Uber keerutas rüüd käes ja hakkas seda siis ohates selga ajama , põhjustades veel ühe piinliku vahejuhtumi . 
97	NA	 Nagu selgus , kanti mungarüüsid paljal kehal , mis tähendas , et palverännaku lõpuni pidid nad kõik isiklikud riideesemed peale jalanõude hoiule andma . 
97	NA	 Uber viskas pilgu Carna poole . 
97	NA	 Vähimatki kohmetust tundmata tiris tüdruk särgi üle pea ja puges pükstest välja , paljastades väikesed pringid rinnad , trimmis kõhu ja kitsa musta triibu kõhu all . 
97	NA	 Ta ei vaevunud Uberile isegi selga pöörama . 
97	NA	 Taas tundis Uber allpool reetlikku tuksatust . 
97	NA	 Tüdruk tõstis graatsilise liigutusega käed pea kohale ja lasi rüül kuldse vihmana alla langeda . 
97	NA	 Uber pööras Carnale selja ja riietus kiirustades lahti ; samamoodi kiirustades kattis ta ka oma alastuse . 
97	NA	 Hea , et rüü oli avar , nii polnud karta , et see reetlikult pungitama jääb ... 
98	NA	 See kõik oli juhtunud kaks päeva tagasi . 
98	NA	 Uber heitis taas Carnale vargse pilgu . 
98	NA	 Tüdruk pikutas ta kõrval , pikk läikiv rüü poolde reide üles kääritud . 
98	NA	 Nagu laps , kes ilusat ilma naudib . 
98	NA	 Tal olid ilusad jalad ja kuigi ta ei eksponeerinud neid praegu teadlikult , ei suutnud Uber neid vaadates kuidagi unustada tõsiasja , et kuldse rüü varjava serva all polnud rohkem midagi . 
98	NA	 See , et Carna mingil tabamatul moel Tameryle nii sarnane oli ja samas temast täielikult erines , ajas Uberit hulluks . 
98	NA	 Ta surus alla soovi käsi tüdruku reiele panna ja seda silitada . 
99	NA	" "" Kuidas jalad on ? "" päris ta hoopis . "
100	NA	" "" Pole viga , "" naeratas Carna ja liigutas taas oma villis varbaid . "
100	NA	" "" Aga puhkus kulus tõepoolest ära . "
100	NA	" Ma ei saa aru , miks kõik peab nii keeruline olema ? "" jätkas ta kaeblikult . "
100	NA	" "" Palju lihtsam oleks ju laevaga planeedile maanduda ja siis hõljukiga otse kloostrisse sõita . "
100	NA	 Milleks see orbitaal , milleks see totter mitmepäevane jalgsimatk mägedesse ? 
100	NA	" Miks peab klooster üldse mägedes asuma ? "" "
101	NA	" "" Nonoh , "" muigas Uber . "
101	NA	" "" Ja ise üritate veel psühholoogias asjatundjat mängida ! "
101	NA	 Muide , kas te olete juba unustanud , et me oleme palverändurid ? 
101	NA	" Mida muud me peaksime siis tegema , kui mitte rändama ? "" "
102	NA	" "" Ärge naljatage , "" mossitas tüdruk . "
102	NA	" "" Ja mis see psühholoogia siia puutub ? "" "
103	NA	" "" Vägagi puutub , "" sõnas Uber , imetledes tüdruku võimet olla ühel hetkel vaheda mõistusega ahvatlev naine , teisel aga abitu laps . "
103	NA	" "" Müügimeeste kuldreegel on , et kliendile on võimalik müüa ükskõik mida , kui sa suudad teda veenda selle vajalikkuses . "
103	NA	 Usu ja jumalatega on umbes samuti . 
103	NA	 Millal inimene neid vajab ? 
103	NA	 Siis , kui ta kahtleb , kui ta on sihi kaotanud ... 
104	NA	 Vana Maa , kõikide religioonide ürgkodu , on kadunud ajaloo hämarusse , temast räägitakse veel vaid legende . 
104	NA	 Keegi ei tea , mida kujutasid endast inimeste esialgsed uskumused ja suured religioonid . 
104	NA	 Kuid süsteemi , mis peab aitama religioonil mõjule pääseda , on lihvitud aastatuhandeid . 
104	NA	 Palverännud on üks vanimaid müügistrateegiaid , mis kasutab psühholoogiat ja inimeste alateadvust . 
104	NA	" Palverännud peavad tagama , et need , kes teel olles veel kõhklevad , on pärale jõudes valmis . "" "
105	NA	" "" Kuidas ? "" ei mõistnud Carna . "
106	NA	 Uber mõtles hetke , kuidas oma mõttekäiku paremini sõnastada . 
107	NA	" "" Minu meelest rajaneb kõik sellel , et Kõrgema Jõu juurde minnes peab inimene tunnetama oma tühisust . "
107	NA	 Ei saa minna Jumala juurde , tundes , et sa oled temast üle , oled tast suurem , võimsam ... 
107	NA	" Mida te tunneksite , kui maanduksite hiiglasliku kosmoselaevaga kloostri taga metsas , marsiksite kloostrisse sisse ja nõuaksite imet ? "" "
108	NA	 Carna kehitas õlgu . 
109	NA	" "" Ei tea . "
109	NA	 Arvatavasti mitte midagi erilist ... 
109	NA	" Kuigi ma ei kujuta ette , et keegi peale rikaste turistide võiks millegi säärasega hakkama saada . "" "
110	NA	" "" Just nimelt ! "
110	NA	 Ei midagi erilist ! 
110	NA	 Selles asi ongi . 
110	NA	 Selline rikas turist ei vaja usku . 
110	NA	 Ta vajab vaid imet ; kuid imet mitte kui kinnitust Kõrgema Jõu olemasolust , vaid kui vaatamisväärsust , mille taustal oleks kena uue holo jaoks poseerida . 
111	NA	 See , kes kahtleb , peab Kõrgema Jõu ette jõudma väikese ja alandlikuna . 
111	NA	 Ta peab tundma , et Kõiksuses on Miski , mis on temast üle . 
111	NA	 Siis võtab ta imet kui Kõrgema Jõu tunnismärki , mitte kui vaatamisväärsust . 
112	NA	 Just sellepärast ei tooda palverändureid planeedile laevaga , vaid tillukeste süstikutega orbitaalilt , kuhu laev pargitakse . 
112	NA	 Just sellepärast ei viida meid hõljukiga kloostrisse , vaid lastakse jalgsi minna . 
112	NA	" Ja just sellepärast on kloostrid ehitatud mägedesse . "" "
113	NA	" "" Ee ... nüüd ei jõudnud ma vist hästi jälgida , "" tunnistas Carna häbelikult . "
113	NA	" "" Miks just mäed ? "" "
114	NA	" "" Mäed on stiihia , mille kõrval inimene end paratamatult väiksena tunneb . "
114	NA	" See on vist alati nii olnud . "" "
114	NA	 Uber heitis selili , pani käed pea alla ja jäi taevasse vaatama . 
114	NA	" "" Ka te ei tunne seda ? "
114	NA	 Kristallselge õhk , tuul , vabadus ... 
114	NA	 Ürgne puhtus ja puutumatus . 
114	NA	 Isegi taevas tundub mägedes selgem ja kirkam . 
114	NA	 Jah , mägedes on tõepoolest midagi jumalikku ... 
114	NA	 Pole ime , et paljud iidsed kultuurid oma jumalad just mägedesse elama panid . 
114	NA	 Kõrgem Jõud , mis end sellises ülevas ja suursuguses paigas avaldab , peab olema sama ülev ja suursugune , teistsugust mõtet ei saagi tekkida . 
114	NA	 See arusaam peab imbuma palverändurisse koos karge mägiõhuga , koos väsimusega , mis näitab , et Jumalate juurde pääsemine polegi niisama lihtne ... 
114	NA	 Kui ta lõpuks pärale jõuab , kannab ta mägede ähvardava ilu ja jõu alateadlikult üle ka Jumalale , kelle juurde ta on tulnud . 
114	NA	" Ta on valmis uskuma , isegi kui ta enne kõhkles . "" "
115	NA	 Uber jäi vait . 
115	NA	 Carna oli maast kõrrekese tõmmanud ja näris seda mõtlikult . 
116	NA	" "" Ma pole kunagi selliste asjade peale mõelnud , "" tunnistas ta lõpuks . "
116	NA	" "" Tundus nii lihtne tulla palverännakule . "
116	NA	 Ma ei teagi õieti , mida ma ootasin . 
116	NA	 Küllap imet nagu kõik . 
116	NA	 Ei , mitte ainult surma ja sellele järgnevat taassündi , vaid midagi veel ... 
116	NA	 Et see paneb kõik paika , kõik asetub äkki oma kohtadele ... 
116	NA	" Tobe , kas pole ? "" "
117	NA	" "" Ei , miks ? "" vaidles Uber . "
117	NA	" "" Inimene on alati imet oodanud . "
117	NA	 See on talle omane . 
117	NA	 Kuid mulle tundub , et tähtsam on imet mitte oodata , vaid selle poole püüelda . 
117	NA	 Palverännak on justkui põgenemine tegelikkuse eest , vastutuse kellelegi teisele , mingile kõrgemale jõule veeretamine . 
117	NA	 Ma ei tea , võibolla ma eksin , aga nii mulle tundub . 
117	NA	" Võibolla pole ma üldse suurem asi filosoof , võibolla ei maksa mu teooriad punast krossigi ... "" "
118	NA	" "" Ärge nii küll öelge ! "" "
118	NA	 Carna pööras end kõhuli , vaatas Uberile otsa ja naeratas . 
118	NA	" "" Minu arust on teiega huvitav ... "" "
119	NA	 Uber pööras end talle otsa vaatama ja avastas korraga , et tüdruku silmad on otse tema omade vastas . 
119	NA	 Kellukesed lõid helisema , kuldsed pöörised imesid teda sügavikku . 
119	NA	 Uber tundis , et veel veidi ja ta upub nende imestavate silmade põhjatusse . 
120	NA	 Munk , kes neile teejuhiks oli antud , hõikas eemalt ja päästis Uberi kohustusest midagi öelda või teha . 
120	NA	 Ta tõusis võpatades , ootas , kuni tüdruk saapad nägu krimpsutades jalga vedas , ja aitas ta siis püsti . 
120	NA	 Oli aeg edasi minna . 
121	NA	 *** 
122	NA	 Uber istus lõkke ääres ja vaatas tulle . 
122	NA	 Päev oli olnud oodatust raskem . 
122	NA	 Carna saapad hõõrusid endiselt ja lõpuks oli Uber sunnitud tal ümbert kinni võtma , et tal käia aidata . 
122	NA	 Tüdruk oli talle tänulikult otsa vaadanud ja end usalduslikult tema vastu toetanud . 
122	NA	" "" Ma juba peaaegu tunnengi end väikese ja alandlikuna , "" oli ta naerdes sõnanud . "
123	NA	 Uber hammustas huulde . 
123	NA	 Ta ei tahtnud , et selle tüdrukuga midagi juhtuks . 
123	NA	 Midagi , mis oli juhtunud Tameryga . 
123	NA	 Ta ei teadnud seniajani , mis see oli . 
123	NA	 Ainus , mida ta kindlalt teadis , oli see , et ka Tamery oli tulnud palverändurina Hundile ... 
124	NA	" "" Kas teil ei tule ka und ? "" kostis ootamatult . "
125	NA	 Carna tuli ja istus Uberi kõrvale . 
126	NA	" "" Kuidas jalad on ? "" päris Uber , tundes ise arusaamatut piinlikkust . "
126	NA	 Oli tunne , nagu ei oskakski ta enam muust rääkida kui tüdruku jalgadest . 
127	NA	" "" Tänan küsimast , hästi , "" naeratas tüdruk . "
127	NA	" "" See salv on lihtsalt ... hämmastav . "" "
128	NA	" "" Lihtsalt ime , tahtsite te öelda , "" muigas Uber . "
128	NA	 Ta oli lausa ahhetanud , kui pärast laagrissejäämist tüdruku veriseks hõõrdunud jalgu nägi . 
128	NA	 Munk , pikk sõnaaher vanamees , keda näis miski vaevavat , oli vaikides amuleti toonud ja Carna jalgu mingi teravalt lõhnava salviga võidnud . 
