par_nr	head	sentence
39	NA	 Samas , seaga ei saaks ma hakkama . 
40	NA	 See kostub kuni kümne kilomeetri taha ära . 
41	NA	 Nagu laulupeol . 
41	NA	 Ainult , et laulupidustustel teevad seda inimesed . 
41	NA	 Kuni kümme kilomeetrit . 
41	NA	 Taipate , milline valu see küll olema peab . 
41	NA	 Vaiksetel õhtutel kuni kakskümmend . 
42	NA	 Mäletan , kui käisin kord Suursoo äärsetes metsades kitsejahil , kostus ruie kuni järveni ära . 
43	NA	 Valuline kuldi ruie . 
44	NA	 Täis igatsust . 
45	NA	 Ei , igatsust selles õnneks polnud . 
46	NA	 Lihtsalt valu . 
47	NA	 Aga linnulennul on kõrkjastikuni oma kaks-kolmkümmend kilomeetrit . 
48	NA	 Heli levis tol päeval ka tõesti kaugele , sest puud ei sahisenud . 
49	NA	 Haudvaikus . 
50	NA	 Kui üles vaatasin , nägin puulatvu püsti seismas . 
51	NA	 Tungimas pilvede kohevasse sametisse . 
52	NA	 Ainult üksik kurg liuglemas taamal metsade kohal , nool seljas . 
53	NA	 Ajasin kitse hommikuni taga , kuid kätte ei saanudki . 
53	NA	 Muidu oli ilus loom . 
53	NA	 Kuulsin veel , kuidas ta omasugustele sokkudele mörinaga märku andis , jahimeeste poolt söödaks toodud tammetõrusid nosis ja oma haralisi sarvi vastu puutüvesid hõõrus . 
54	NA	 Ja siis saabus metsa täielik vaikus . 
55	NA	 Aga see ruie on mul siiani meeles . 
56	NA	 Iga kord , kui Tallinna poolt kostub ühendkooride ähvardav kaja . 
57	NA	 Siiani on minu jaoks vaimselt kõige raskem küüliku nahka esimese sisselõike tegemine . 
57	NA	 Nimelt võib loom peale ebaõnnestunud lööki jalgadega reageerida . 
57	NA	 Aga neid ebaõnnestumisi tuleb ette igal erialal ja igal spetsialistil . 
58	NA	 Siit väike õpetussõna – võimaluse korral kandke presendist kindaid . 
58	NA	 Vastasel juhul võib jänese küünis vigastada teie kätt . 
58	NA	 Reeglina lõpeb taoline krabamine kerge haavapunetusega , kuid välistatud ei ole ka infektsiooni naha alla tungimine . 
58	NA	 Kuni gangreenini välja . 
59	NA	 Literaadi ja romaanikirjanikuna tegin vahel kiiruga ka mõned eksistentsialistlikud märkmed , seostasin toimuvat eluga . 
60	NA	 Üks küüliku rahustamise nipp on see , et silitada tema pead . 
61	NA	 Siis hakkab ta sind usaldama . 
62	NA	 Peidab pea kaitset otsides su põue . 
63	NA	 Naiivne loom . 
64	NA	 Keerasin raadio lahti . 
65	NA	 Raadiohääl . 
66	NA	" "" Kuueteistaastased 2. keskkooli õpilased Mart ja Toivo naelutasid eile hilisõhtul Pärnus musta kassi Koidula tamme külge risti . "
66	NA	" "" "
67	NA	" "" Mida nad seal 2. keskkoolis küll õpivad ? "" mõtlesin väsinult . "
68	NA	" "" Poiste sõnade järgi olid nad algul vaid kahe näpuga silma torganud , kuid siis oli neil lapsikust mängust isu täis saanud ning nad otsustasid kiisu puu külge siduda ja kastreerida . "
69	NA	 Mardi isa , Mart seenior , ütles Raadio 3 korrespondendile , et tema poleks küll oma pojalt taolist tegu oodanud . 
69	NA	 Kogenud neerukirurgina on ta aga hullematki näinud , näiteks inimesi ristil . 
70	NA	 Klassijuhataja hääl telefoniintervjuust . 
71	NA	" "" Poisid olid koolis vaiksed ja vagurad , nendega pole suuremaid tülinaid olnud . "
71	NA	 Loomi pole nad varem piinanud . 
71	NA	" "" "
72	NA	 Aga inimesi ? 
73	NA	 Aga inimesi ? 
74	NA	 Kartsin , et mul ei tule öösel jälle und . 
75	NA	 Raadiohääl . 
76	NA	" "" Sellist sadistlikku tegu pole loomakaitseseltsi hinnangul väikelinnas toimunud juba eelmise aasta augustist . "
76	NA	" "" "
77	NA	 Mulle meenus , et mul endalgi oli kord kõuts , kuid loomulikult ei teinud ma temaga midagi taolist . 
77	NA	 Nätakas tagumikku oli maksimum , ja siiski oli kisa rohkem kui villa . 
77	NA	 Tõsi , kord andsin talle ka roobiga piki küüru . 
77	NA	 Aga loomulikult asja eest . 
77	NA	 Te ei oska ette kujutadagi , kuidas see haiseb . 
77	NA	 Või oskate ? 
77	NA	 Proovige selle lõhn endale korraks ninna manada . 
78	NA	" "" BNSi teatel sõitis peaminister ... "" "
79	NA	 Jälestusega keerasin vastuvõtja soovisaatele . 
80	NA	" "" Ja saate lõpuks laseme kuueteistaastastele Pärnu koolipoistele Mardile ja Toivole loo "" Meie kassil kriimud silmad "" . "
80	NA	 Joonistage meile . 
80	NA	 Võite ka vigadega kirjutada . 
80	NA	" "" "
81	NA	 Terve õhtu püüdsin meelde tuletada , kus ma seda nimekombinatsiooni – Mart ja Toivo – kuulnud olen . 
81	NA	 Kuigi olen vilunud ristsõnamängija , see mulle ei meenunud . 
82	NA	 Ees ootas laupäevaõhtune saun . 
83	NA	 Haistsin hauduva pikk-koiva lõhna . 
83	NA	 Pöörasin sellel teise külje . 
83	NA	 Õli särises . 
84	NA	 Tol nädalalõpul tundsin end haavikuemanda ees kuidagi süüdlasena . 
84	NA	 Proovisin talle mitte silma vaadata . 
84	NA	 Tema aga jälgis mind anuvalt silmanurgast . 
85	NA	 Oma kõõrdsilmadega . 
86	NA	 Isegi siis , kui ma kuuri tagant töövahendit toomas käisin . 
87	NA	 Kui ema loomakese tagajalad pihku võttis ja objekti pea allapoole laskis langeda , pistis too nii kõvasti kisama , et TÜapu lõi kuuri ukse oma keha raskusega lahti ja tormas appi . 
87	NA	 Ma ei unusta seda iialgi . 
87	NA	 Suurt kasvu , nahk läikiv . 
87	NA	 Kõhus jänesekondid , -maks , -süda ja mõned soolikad . 
88	NA	 Andsin talle ruttu hoobi ära . 
89	NA	 TÜapu , taibanud et kõik on kontrolli all , suundus raskes alkoholijoobes jalgratturit haukuma . 
89	NA	 Meil siin külas pole ühtegi normaalset meest . 
90	NA	 Heitsin pilgu puuridele . 
91	NA	 Kõik olid luukidelt kadunud . 
92	NA	 Nagu üks mees . 
93	NA	 Kardavad . 
94	NA	" "" Miks ? "" "
95	NA	" "" Ei tea , "" vastas ema . "
96	NA	 Oli näha , et ta elas vahejuhtumit hinges üle . 
97	NA	 See oli olnud ta lemmikloom . 
98	NA	" "" Ja rabeles . "
98	NA	" "" "
99	NA	 Emps noogutas pead . 
100	NA	 Kuigi vana naine pööras pea kõrvale , teadsin , et ta silma veeres pisar . 
101	NA	 Nooruses oli ta palju kannatanud . 
102	NA	 Asi ei andnud mulle siiski rahu . 
103	NA	 Miks karjus ? 
104	NA	 Asetasin tabureti jändriku männi alla , tõin laudast köie , viskasin selle üle alumise oksa , tegin silmuse ning katsusin keha raskusega selle tugevust . 
105	NA	 Ema jälgis mind kahtlustavalt . 
106	NA	" "" Kas tööl probleemid ? "" küsis ta ettevaatlikult . "
107	NA	" "" Ei , "" vastasin imestunult . "
107	NA	 Tavaliselt me kodus tööasju ei arutanud . 
108	NA	 See ei ole probleem , kui jalaga tagumikku saad . 
109	NA	 Niikaua , kui see nuga ei ole . 
110	NA	 Võtsin mütsi peast . 
111	NA	 TÜapu vaatas mind kuidagi imelikult . 
112	NA	 Silma sisse . 
113	NA	 Teraselt . 
114	NA	 Patsutasin omapoisilikult ta suurt musta pead . 
115	NA	 Palusin ema mu tagujalgupidi männi oksa külge kinni siduda . 
115	NA	 Esimene , mida ma allapoole rippudes märkasin , oli saatusekaaslase värskeltlastud punane elumahl kevadisel lume-muru segul . 
115	NA	 Pisut paremal – kuuri najale toetatud nui . 
115	NA	 Ümara otsa külge oli kleepunud paar valget karvatutti . 
116	NA	 Mõistsin kohe . 
117	NA	 Ta oli nuia näinud . 
118	NA	 Ja lõhn . 
119	NA	 Nuusutasin ka ise , kuid ei tundnud midagi . 
120	NA	 Ometi olin kindel , et see oli vere lõhn , mis loomakese paanikasse ajas . 
121	NA	 Tema oma väikese ninakesega tunneb seda kindlasti paremini kui mina . 
122	NA	 Hundid jahil , soodsa tuule korral , kuni kahe kilomeetri taha . 
123	NA	 Inimene prae lõhna kuni kahe meetri taha . 
124	NA	 Sulgesin silmad ja kujutasin ennast ette küülikuna puuris . 
125	NA	 Mul polnud vaja palju pingutada , sest olen hea fantaasiavõimega . 
126	NA	 Väikesekasvuline mustapealine soojust ihkav intelligentne küülik . 
127	NA	 Ja puurivõrgu vahelt paistmas sinu armastatud peremees , nui käes . 
128	NA	 Verised karvatuustid otsale kleepunud . 
129	NA	 Olime just laupäevaõhtusest saunast toibunud , praad podises hautuspotis , kuskil kauguses kluugutasid kured ja põlislaanes vingus üksik mootorsaag . 
129	NA	 Tegelikult polnudki mul tol õhtul erilist isu , aga eks teistega koos võtsin minagi ühe keedetud koiva hamba alla . 
129	NA	 Juba öö hakul panime sisse teleka . 
129	NA	 Korraks tõmbasid tuttavad nimed mu tähelepanu helendavale ekraanile . 
130	NA	 Diktor . 
131	NA	" "" Eile hilisõhtul naelutasid Pärnu koolipoisid Mart ja Toivo musta kassi Koidula tamme külge . "
131	NA	 Pealtnägijate sõnul ei lasknud loom seda teha vabatahtlikult . 
131	NA	 Ja nüüd sündmusest lähemalt . 
131	NA	" Kui majanduskallakuga 2. keskkolli õpilased Mart ja Toivo olid tüdinenud näpuga silma ... "" "
132	NA	 Korrektselt töötavad , isegi kooli kallak välja uuritud . 
132	NA	 Olen selles koolis ka ise mõned kuud asendusõpetaja rasket leiba teeninud . 
132	NA	 Kahjuks ei teadnud nad midagi Shakespeare'ist , ega saanudki teada . 
133	NA	 Nad ei taha õppida . 
134	NA	 Diktor . 
135	NA	" "" Täna aset leidnud iga-aastasel nudistide paraadil tekitas elevust homoseksualist , kes demonstreeris oma vabameelsust sellega , et riietas end karusnahkadesse . "
135	NA	" Ülemaailmse Loomakaitsjate Liidu liikmed kiskusid need ribadeks … "" "
136	NA	 Sulgesin raadio . 
137	NA	" Intelligentse kirjandushuvilisena sirvisin S. Kingi "" Lemmikloomade surnuaeda "" . "
138	NA	 Kõrvus sumisemas hilisõhtused uudised . 
139	NA	 Kauguses kõlasid kaksteist pauku . 
140	NA	 Kostus uksekell . 
141	NA	 Ma olin peaaegu valmis kihla vedama , et trepil seisab tema , jänes , kuklas verine vorp . 
141	NA	 Kuid elunäinud mehena ei kartnud ma oma kurvale kirjanikusaatusele vastu minna . 
142	NA	 Kui jänes , siis jänes . 
143	NA	 Kohendasin soengut . 
144	NA	 Avasin ukse . 
145	NA	 Vaatasin umbes neljakümne sentimeetri kõrgusele trepiplatvormist . 
145	NA	 Seda eeldusel , et ta seisab kahel tagumisel käpal . 
146	NA	 Muserdatud ja kibestunud . 
147	NA	 Kukla taga paakunud verevalum . 
148	NA	 Ei ühtegi jänest . 
149	NA	 Ukse taga seisid kahel tagumisel jalal kaks noormeest , käes nööriga kokkuseotud ajalehed . 
150	NA	 Peale visatud veel tühjakspigistatud piimapakk ja erootiline ajakiri . 
151	NA	 Ühel jalas ketsid , teisel sandaletid . 
152	NA	 Üks nii meeter üheksakümmend , lühem kaheksakümmend . 
153	NA	 Aktseleratsioon . 
154	NA	" "" Mis nimi ? "" küsisin noorukitelt . "
155	NA	" "" Mart , "" vastas väiksem neist mõlema eest . "
155	NA	 Võib-olla ka sellepärast , et teisel oli silm sinine ja vasak kõrv natuke rebitud . 
156	NA	 Ilmselt kakelnud . 
157	NA	" "" Makulatuuri on või , isa ? "" "
158	NA	 Kuna elan puuküttega korteris ja iga paber kulub marjaks ära , leidsin vaid kümmekond lehte . 
158	NA	 Kasutan neid vahel ka pakkimiseks . 
159	NA	" "" Kui vanad te olete , pioneerid ? "
160	NA	 Mardil terane pilk . 
161	NA	 Pikk arm üle põse . 
162	NA	 Olin neid nolke kuskil näinud . 
163	NA	" "" Seitseteist , passi järgi , "" vastas jällegi too lühem . "
164	NA	 Tunneb numbreid , konstateerisin harjumusest . 
164	NA	 Olen märganud , et nad pole viimasel ajal kuigi nutikad . 
165	NA	 Õpilased . 
166	NA	 Mäletate , mainisin möödaminnes Shakespeare'i ? 
167	NA	 Pikemal silm sinine . 
168	NA	 Võimalik , et kukkunud . 
169	NA	 Poiste käed olid pesemata . 
170	NA	" "" Kas teil seal pakis väärtkirjandust ka on ? "" "
171	NA	 Noormehed vaatasid teineteisele arusaamatuses otsa . 
172	NA	 Sain aru , et olin neid löönud allapoole vööd . 
173	NA	" "" Ega te juhtumisi 2. keskkoolis käi ? "" "
174	NA	" "" Käime küll . "
174	NA	" "" "
175	NA	" "" Olete kaksikud või ? "" ei osanud ma selle peale enamat kosta . "
176	NA	" "" Jah . "" "
177	NA	" "" Toivo , "" sai lõpuks teine noormees suu lahti . "
178	NA	 Aeglased juhtmed , mõistsin . 
179	NA	 Toivo vajus sügavasse mõttesse . 
180	NA	 Ilmselt tuletas meelde oma perekonnanime . 
181	NA	 Sellistesse noorukitesse tuleb mõistvalt suhtuda . 
181	NA	 Nagu omasugustesse . 
181	NA	 Laskuda nende tasandile ja teeselda , et ka sina ise ei tea Shakespeare'ist midagi . 
182	NA	 Kuna järgmiseks esmaspäevaks oli mul vaja eksamipiletid koostada , ülikond triikida ja end korralikult välja puhata , otsustasin otsad kokku tõmmata ja ukse noorukite nina ees kinni tõmmata . 
183	NA	 Korraga tõmbus mu nägu laiale naerule . 
184	NA	 No muidugi , olin neid ju massimeedias näinud . 
184	NA	 Mingi kassi lugu vist . 
184	NA	 Näpud silma või midagi säärast . 
184	NA	 Tasapisi meenus mulle kogu temp. 
185	NA	 Lühema põuetaskust urvitasid veel naelapeadki välja . 
186	NA	 Tõsi , haamrit neil kaasas ei olnud . 
187	NA	" "" Kas teie näpuga silma ja siis risti ? "" "
188	NA	" "" Meie , "" vastasid lahutamatud poisid , meediakangelased , Mardi suu läbi . "
189	NA	" "" Mis kiisu nimi ka oli ? "" "
190	NA	" "" Ints , "" elavnes Toivo kuidagi ootamatult . "
191	NA	 Vähe puudus , et oleks jutuhoogu sattunud . 
192	NA	" "" Ilus nimi . "
192	NA	 Mul oli ka kunagi samanimeline sõber . 
192	NA	" "" "
193	NA	 Pedagoogilisest huvist otsustasin määrata poiste vaimse arengu taseme . 
193	NA	 Millest mõtleb tänapäeva noorsugu , mille pärast südant valutab ? 
193	NA	 Mäletan , et omal ajal erutas meid seks ja väärtkirjandus . 
193	NA	 Lugesime õhtuti kaua . 
193	NA	 Kuni lõpuni välja . 
193	NA	 Hommikuti olime kultuurist uimased ja väsinud . 
193	NA	 Aga rahulolevad . 
193	NA	 Sinised rõngad silmade all . 
194	NA	 Vasakpoolne neist kiikas erootilise kallakuga ajakirja . 
194	NA	 Oskab lugeda , olin peaaegu kindel . 
194	NA	 Parempoolne seisis . 
195	NA	" "" Williamit teate ? "" "
196	NA	 Tulevased poliitikud raputasid üksmeelselt oma väljakujunemata pullikaelaga pead . 
197	NA	 Lõin lootusetult käega . 
197	NA	 Keda huvitab tänapäeval ilukirjandus ? 
197	NA	 Keda huvitab Shakespeare , Uustalu või Goethe ? 
198	NA	" "" Mitte kedagi , "" vastasin endale ise . "
199	NA	 Mitte kedagi . 
200	NA	 Sulgesin ukse . 
201	NA	 Siiski , turgatas mulle pähe , kas ta vaatas neid etteheitvalt oma punnsilmadega ? 
202	NA	 Kass . 
203	NA	 Teraselt nagu küülik . 
204	NA	 Nagu tahtes küsida , et miks mina ? 
205	NA	 Avasin kiirustades ukse . 
206	NA	 Mart oli jõudnud juba selja pöörata . 
207	NA	 Vanapaberipakk näpus . 
208	NA	 Toivo veel seisis . 
209	NA	 Ülevalt alla . 
210	NA	 Tahtis vist midagi hüvastijätuks öelda . 
211	NA	 Midagi loodusmehelikult lihtsat . 
212	NA	" "" Kas vaatas teile etteheitvalt otsa ? "" "
213	NA	" "" Kes ? "" küsis Mart oma suu läbi . "
214	NA	 Toivo püksipõlved lotendasid kergelt tuules . 
215	NA	 Aga ainult kergelt . 
