par_nr	head	sentence
28	NA	 Aga ta noogutas . 
28	NA	" "" Ma olen tegelikult kohutavalt näljane . "" "
29	NA	" "" Siis tellime midagi kergemat — näljaga ei tohi palju süüa . "
29	NA	" Hoolimata sellest , kui palju tahad . "" "
29	NA	 Noh , ma tegin nalja , aga mõtlesin seda tõsiselt . 
30	NA	" "" Armastad sa rootsi toite ? "" küsis ta . "
31	NA	" "" Ohjaa , väga ! "" "
32	NA	 Eelroad koosnesid peamiselt lõhest , heeringast ja kõiksugusest muust jälkusest , mis vees elab . 
32	NA	 Siiski , oli ka ainult taimesalateid . 
33	NA	" "" Meie köök on väga tervislik , "" seletas Ingrid edasi . "
33	NA	" "" Kerge , lihtne ja kasulik . "
33	NA	 Rootslased pole kunagi pidanud suuri loomakarju . 
33	NA	 Meri on lähedal ja rikas , põhjas on metsad ja põdrad . 
33	NA	" Aga me armastame juurvilju ka . "" "
34	NA	" "" Mina armastan juurvilju lausa meeletult . "" "
35	NA	" "" Kas tõesti ! "
35	NA	 See on tore . 
35	NA	 Tead , ma pole muidugi päris taimetoitlane , kuid proovin siiski ilma raskema lihata läbi ajada . 
35	NA	 On muidugi fanaatilisi taimetoitlasi , mõned neist on täitsa hullud . 
35	NA	 Meil Rootsis , ma mõtlen . 
35	NA	 Aga mina söön kala ja kana hea meelega . 
35	NA	" Raskemat liha aga mitte eriti ... "" "
36	NA	" "" Mitte eriti ... "" küsisin menüült pilku tõstes . "
37	NA	" "" Nojah . "
37	NA	 Sea- ja loomaliha näiteks . 
37	NA	" Ma söön neid olendeid , kes ei armasta — kalu , kanu ... "" "
38	NA	" "" Kas kanad ei armasta ? "" "
39	NA	" "" Nad ei kanna oma poegade eest hoolt nagu imetajad , ma mõtlen . "
39	NA	 Ainult sigivad . 
39	NA	 Aga lehmad ja vasikad ... 
39	NA	" Ma olen maalt pärit , "" lisas ta selgituseks . "
40	NA	" "" Soovid algatuseks kreeka salatit ? "" tegin ma ettepaneku . "
40	NA	" "" Tomat , feta , sibul , kapsas , oliiviõli . "" "
41	NA	" "" Hea meelega , ainult ma ei usu , et nad siin oliiviõli kasutavad . "" "
42	NA	" "" Midaiganes , mulle maitsevad kreeka toidud . "
42	NA	" Senikaua , kui nad liha kallale ei lähe . "" "
43	NA	" "" Sa oled ka taimetoitlane ? "" "
44	NA	" "" Oo ei , kaugeltki mitte . "
44	NA	 Aga mul on omad eelistused . 
44	NA	 Kreeka lihatoidud nende hulka ei kuulu . 
44	NA	 Mida me põhiroaks võtame ? 
44	NA	" Kala ? "" "
45	NA	" Ingrid muigas : "" Oleneb millist veini me tahame juua . "" "
46	NA	" "" Et siis nagu toit käib veini juurde , mitte vastupidi ? "" "
47	NA	" "" Ma valin alati niimoodi . "
47	NA	 Täna ma mõtlen kerge muskaadiga prantsuse veini peale . 
47	NA	" Selle juurde sobiks ... "" "
48	NA	" "" Merluus a la San Jose , "" katkestasin teda . "
48	NA	" "" Ja vein on 86-nda "" Chablis de Montagues "" . "
48	NA	" Kusjuures täiesti kindalt ! "" "
49	NA	" "" Neil on merluusi ? "" kergitas ta silmi . "
49	NA	" "" Poleks arvanudki ... "" "
50	NA	" "" Neil ei ole merluusi , paraku . "
50	NA	 Olen seda ükskord San Jose's söönud , peakoka soovitusel . 
50	NA	" Kala polnud suurem asi aga vein oli võrratu . "" "
50	NA	 Naersime . 
50	NA	 Millistest tühiasjadest ka nalja ei leita , kui tahetakse naerda . 
51	NA	" "" Sulle meeldivad veinid ? "" päris siis Ingrid , kui oli oma naerulsui näo üle laua minu poole kallutanud . "
51	NA	" "" Tead , mina olen mõnikord veinidieedil , see on nii toitev . "" "
52	NA	" "" Ma ei usu , et sul oleks ükski hea põhjus dieedi jaoks . "" "
52	NA	 Ega tal olnudki . 
53	NA	" "" Naised peavad ikka vahest dieeti pidama . "
53	NA	" Jääb kala . "" "
54	NA	" "" Lõhe , kammeljas , tursk ? "" "
55	NA	" "" Pigem tursk , lõhe on liiga rasvane . "" "
56	NA	" "" Tursk Karlskrona moodi siis , "" otsustasin . "
56	NA	" "" Sobib mullegi . "" "
57	NA	" "" Ei , ära lase ennast minu taimetoitlusest segada . "
57	NA	" Kui soovid biifsteiki või midagi ... "" "
58	NA	" "" Ingrid , ma söön heameelega keedetud turska . "" "
59	NA	" "" Seda meil osatakse teha , "" noogutas Ingrid agaralt . "
59	NA	" "" Aga tead , mis on rootsi köögi suurim võlu ? "" "
60	NA	" "" Juurviljad ? , "" pakkusin . "
61	NA	" "" Muidugi ! "
61	NA	" Lillkapsad võiga , estragoniga hautatud kaalikad , stuuvitud kartulid...mmmm . "" "
62	NA	 Lillkapsad võiga , estragoniga hautatud kaalikad , stuuvitud kartulid ... mõelda vaid ! 
63	NA	 Ingrid limpsas keelega üle oma meelate huulte . 
63	NA	 See oli mõeldud selleks , et ma näeks ta huuli , keelt ja naudinguaimuses nägu . 
64	NA	" "" Oleme siis valinud — feta ja tursk ? "" "
65	NA	" "" Nii pole sul võimalust prantsuse keeles tellida , "" nurrus ta . "
66	NA	" "" Sa arvasid , et katsun sind niimoodi meelitada ? "" "
67	NA	" "" Oo , ma ei mõelnud üldse , et sa peaksid mind meelitama . "
67	NA	 Lihtsalt sa näid olevat sedasorti mees , kes põhimõtteliselt tellib ainult prantsuse keeles . 
68	NA	 Jäi veel vein . 
68	NA	" "" Dom d'Aguilloc , "" pakkusin "" 95. aasta oma . "
68	NA	" See on veidi mõrkja maitsega , muskaati väga õrnalt aga tursa juurde sobib . "" "
69	NA	" "" Kas neil Austraalia veine on ? "" "
70	NA	 Lugesin veinimenüüd . 
70	NA	" "" On . "
70	NA	 Aga...need pole suuremad asjad . 
70	NA	 Oota , siiski ... 
70	NA	" "" Drewston Hill "" . "
70	NA	" See on küll joodav . "" "
71	NA	" "" "" Drewston Hill ? "" "
71	NA	" Pole kuulnudki . "" "
72	NA	" "" Uus sort . "
72	NA	 Mõjub teiste osside magusa kõrval ootamatult hapuna . 
72	NA	" Aga huvitav kogemus . "" "
73	NA	" "" Oled sa seda joonud ? "" "
74	NA	" "" Mitte palju . "
74	NA	" Austraalia veinid pole minu maitse . "" "
75	NA	" "" Aga California ? "" "
76	NA	 Minu grimass ütles kõik . 
77	NA	" "" Paul Masson ? "
77	NA	" Kas see siis ... "" "
78	NA	" "" On hea kolmel põhjusel . "
78	NA	 Esiteks saab tühja pudelit lillevaasina kasutada . 
78	NA	 Teiseks ei pea korgitseri olema , keerad lihtsalt kaane pealt . 
78	NA	 Kolmandaks on pudel liitrine . 
78	NA	 Aga õhtusöögi juurde seda juua ei kõlba . 
78	NA	" Isegi marineerimiseks on ta liiga rämps . "" "
79	NA	" "" Kes siis Paul Massoniga marineerib ? "" "
80	NA	" "" Ilmselt need , kes kokandusest midagi ei tea . "
80	NA	" "" Masson "" rikub hea toidu ära . "" "
81	NA	 Ingrid naeris . 
81	NA	" "" Millega siis sina marineerid ? "
81	NA	" Või teed sa üldse ise süüa ? "" "
82	NA	" "" Jah , teen küll . "
82	NA	 Ma olen suurepärane kokk , Ingrid . 
82	NA	 Ausalt ! 
82	NA	 See on poissmehe elu üks nauditavamaid elamusi . 
82	NA	 Toituda tuleb targalt ja tervislikult . 
82	NA	 Õige toit pikendab eluiga . 
82	NA	" Aga marineerin ma peamiselt "" Lussac St. Emillion'iga "" . "
82	NA	 94. aastast allapoole jäävate markidega . 
82	NA	 Kuigi ka see on joomiseks suurepärane . 
82	NA	" "" Lussac "" on väga pika ajalooga vein . "" "
83	NA	" "" On neil seda ? "" "
84	NA	 Tegin näo , et uurin menüüd . 
85	NA	" "" On . "" "
86	NA	" "" Siis joome Lussac'i . "" "
87	NA	 Lähenev kelner kuulis seda ja noogutas mõistvalt . 
87	NA	" "" Lussac "" oli siin üks kallimaid veine . "
87	NA	 Nägin , et ta silmitses Ingridit hindavalt ja heakskiitvalt . 
88	NA	" "" Me võtame kahed kreeka salatid ja kahed tursad Karlskrona moodi , "" ütlesin talle . "" "
88	NA	 Ja kalale soola ainult peale keetmist . 
88	NA	 Ilma loorberita . 
88	NA	 Salat oliiviõliga . 
88	NA	" Pudel "" Lussac'i "" , kõige parem , kui see oleks 86. aasta oma . "" "
89	NA	" Kui ta läinud olid ümises Ingrid : "" Ja sa ei saanudki prantuse keeles tellida ... "" "
90	NA	" "" Mul on järgmisel nädalal Toulouse'is seminar . "
90	NA	 Küll ma siis jõuan . 
90	NA	 Neil on seal linna lähedal suurepäraseid restorane — pisikesed , hubased , kitsad . 
90	NA	 Tänaval laudade ääres istuvad vuntside ja barettidega vanamehed , joovad kalvaadost ning mängivad doominot . 
90	NA	" Stiilne linn...tule kaasa ! "" "
91	NA	 Ta oli üllatunud aga meeldivalt üllatanud . 
91	NA	" "" Mul on töö , Rainer ... "
91	NA	" Ma ei saa nii äkki . "" "
91	NA	 Aga ei küsimust , miks ta peaks tulema . 
92	NA	" "" Noh , ma niisama...juhuks , kui saad . "
92	NA	 Seminar kestab kolm päeva . 
92	NA	" Mul läheb seal igavaks . "" "
93	NA	" "" Ma olen kindel , et sa leiad kohalikust ülikoolist mõne kena sekretäri ... "" "
94	NA	" "" Neil ei ole seal nii kenasid sekretäre . "
94	NA	" Ja asi pole ju ainult kenaduses . "" "
95	NA	" "" Milles siis ? "" "
96	NA	 Kehitasin õlgu . 
96	NA	" "" Prantsuse sügis , hiline suvi õieti . "
96	NA	 Viimased viinamarjasaagid , õhus on magus ja imal õunalõhn , päike käib madalalt aga ööd on veel soojad . 
96	NA	 Lõikuspeaod ... 
96	NA	 Mina ja Rootsi kõige ilusam naine . 
96	NA	" Romantika ... "" "
97	NA	 Nüüd ta ei naernud . 
97	NA	" "" Ma tuleksin , Rainer . "
97	NA	" Hea meelega tuleksin , tõesti , aga ma ei saa . "" "
98	NA	" "" Siis järgmisel sügisel ? "
98	NA	 Ma tulen aasta pärast jälle siia . 
98	NA	" Tead , ma ostisn ju mere äärde suvila . "" "
99	NA	" "" Mäletan , et mainisid seda . "
99	NA	" Kas sa hakkadki nüüd Rootsis ja sügiseti puhkamas käima ? "" "
100	NA	" "" Järgmised kaks aastat olen Kieli Ülikoolis . "
100	NA	 Sealt pole palju nädalavahetusteks siia sõita . 
100	NA	 Suvila on üksildases kohas , peaaegu otse rannal . 
100	NA	 Jõuan neljapäeva õhtul ( reeded teen loengutest vabaks ) , järgmisel hommikul kalale , pärast nokitsen maja kallal . 
100	NA	 Laupäeval töötan . 
100	NA	 Pühapäeval pakin asjad ja olen õhtul taas Kielis . 
100	NA	" Ja siis on jõulud ja kolm vaba nädalalt . "" "
101	NA	" "" Mis sind Rootsis nii köidab ? "" uuris ta . "
102	NA	" "" Toit ehk ? "
102	NA	 Loodus ja meri . 
102	NA	 Üksindus . 
102	NA	" Kõle sügis . "" "
103	NA	" "" Sulle meeldis ju prantsuse sügis . "" "
104	NA	" "" Vene sügis meeldib mulle ka . "
104	NA	 Ja Itaalia oma . 
104	NA	 Mulle meeldivad kõik sügised , nad on erinevad . 
104	NA	 Looduse muutumine ja see , kuidas inimesed seda vastu võtavad . 
104	NA	 Sügis muudab inimesi , Ingrid . 
104	NA	" Ma tahan kogeda kõiki sügiseid maailmas . "" "
105	NA	 Toodi feta salat . 
105	NA	 Kelner valas mulle veini . 
105	NA	 Maitsesin seda . 
105	NA	" "" See on 84. aasta oma , "" ütlesin pilku pudelile heitmata . "
106	NA	" "" Te ütlesite , et kõige parem , kui oleks 86. aasta , aga seda meil ei ole . "
106	NA	" Kuid ... "" "
107	NA	" "" Pole hullu , aitäh . "
107	NA	" See sobib suurepäraselt ! "" "
108	NA	 Me lõime klaase kokku . 
108	NA	" "" Sinu terviseks , Ingrid . "
108	NA	" Ja veelkord — suur aitäh sulle . "" "
109	NA	" "" Sinu terviseks , Rainer ! "" "
110	NA	 Süütasime sigaretid , ega asunud veel salati kallale . 
110	NA	" "" See sinu loeng , "" tuletas Ingrid meelde . "
110	NA	" "" Tead , ma kuulan ikka kõiki loenguid , mida olen ettevalmistanud ... "
110	NA	 Mitte , et ma neist kõigist aru saaksin . 
110	NA	 Geenitehnoloogiast või küberneetikast ei mõista ma midagi , ajalugu pole mind ka kunagi eriti huvitanud . 
110	NA	 Sinu loeng aga ... 
110	NA	 Tead , see lummas kuidagi . 
110	NA	 Kõik oli nii elav ja siinsamas . 
110	NA	 Sulgesin silmad ja nägin kõike nii reaalselt . 
110	NA	" See on suur kunst , mida sa valdad — auditoorium neelas iga su sõna . "" "
111	NA	" "" Nojah , "" tegelikult ma olin nüüd pisut kõrvust tõstetud . "
111	NA	" "" Ehk oli ka teema huvitav ... "" "
112	NA	" "" Huvitav ? "
112	NA	 Ma arvan , et teema polnud üldse huvitav , vähemalt minusugusele asjasepühendamatule . 
112	NA	" Sina tegid ta huvitavaks , mõelda vaid — "" 17. sajandi Lõuna-Saksimaa kuurivürstide õukonnast levinud alkeemia mõju valgustusaegse meditsiini arengule "" — kas midagi igavamat on veel võimalik välja mõelda ? ! "
112	NA	" Aga sa panid selle elama ja kõlama . "" "
113	NA	" "" Head isu , Ingrid ! "" "
113	NA	 Me sõime . 
113	NA	 Feta oli odavamat sorti oliiviõliga , kuid üsna maitsev . 
114	NA	 Ingrid mälus aeglaselt juustu , kallutas pea viltu , silmad poolsuletud ja võttis väikse sõõmu veini . 
114	NA	 Ma tahtsin seda naist ! 
114	NA	" "" See on tõesti hea vein . "
114	NA	" Jätan meelde , "" lubas ta . "
114	NA	 Me rääkisime veel veinidest , sest veinist rääkimine paneb teda jooma . 
114	NA	 Enne turske tellisime teise pudeli . 
114	NA	 Ingridi silmadesse tekkis peibutav ja kaval tuluke , ta elavnes , liikus rohkem toolil , kallutas ennast ühe rohkem üle laua minu poole . 
114	NA	" Tundsin ta "" Nina "" ja "" Lussac'iga "" segunevat hingust . "
114	NA	 Kui ta vahepael tualetti läks , kõikus ta kergelt . 
114	NA	 Ta oli juba piisavalt joonud . 
115	NA	 Tursk oli hea . 
115	NA	 Ingrid sõi isuga . 
115	NA	 Ma jutustasin talle keskaegseid erootilisi anektoote . 
115	NA	 Ta arvas , et ka neist võiks loengu kokku seada . 
115	NA	 Mina ütlesin , et sel puuduks teaduslik tähendus . 
116	NA	" "" Sa ei peaaegu söö üldse , Rainer . "" "
117	NA	 Näkkisin kergelt broccolit . 
117	NA	" "" Söön ikka . "
117	NA	 Aga mulle meeldib aeglaselt süüa . 
117	NA	" Meil pole ju kuhugi kiiret . "" "
118	NA	" "" Ei . "
118	NA	 Ei ole . 
118	NA	" Aga hilja on raskem taksot saada . "" "
119	NA	" "" Ma viin su koju , ole mureta . "" "
120	NA	" "" Aga siis ei tohiks sa enam veini juua . "" "
121	NA	 Ma valasin ta pokaali täis . 
121	NA	" "" Hästi , ma ei joo enam . "" "
122	NA	" "" Aga mina ei taha üksi juua . "" "
123	NA	" "" Ma olen hea juht , Ingrid . "
123	NA	 Ei ühtegi õnnetust . 
123	NA	" Sinu terviseks ! "" "
124	NA	" "" Meie terviseks , skål ! "" "
125	NA	 Lõpetasime pudeli ja tema oma prae poole tunni pärast . 
125	NA	 Kohvist ja jäätisest loobusime . 
125	NA	 Nägin juba Ingridi näost , et ta tahtis voodisse . 
125	NA	" Kui me "" Kuningas Christeri Mõõgast "" väljusime , oli sadu järele jäänud . "
125	NA	 Õhk oli selge ja värske . 
125	NA	 Ta hoidis mul käest ja tema sõrmed värisesid erutusest . 
126	NA	 Parkla oli restorani taga ja tühi . 
126	NA	 Siia ei avanenud ühtegi akent . 
127	NA	 Me suudlesime auto juures . 
127	NA	 Ta nõjatus vastu pagasiruumi , ajas jalad kergelt laiali , lükkas ennast minu vastu , sirutas käed pintsaku alt läbi , tundsin ta küüsi oma seljal . 
128	NA	" "" Lussac'i "" hapukas muskaadimaitse oli ta huultel ja keelel , mis vilkalt ja andunult mu suhu lipsas . "
128	NA	 Mulle meeldis ta suudlus . 
129	NA	 Silitasin ta rindu ja tõmbasin kergelt pagasiruumist eemale . 
129	NA	 Vaba vasaku käega avasin luugi . 
129	NA	 Ingrid ei teinud seda märkamagi ja imes ennast endiselt mu huulte vastu . 
129	NA	 Libistasin käe üle naise selja , kuni see puutus vastu mu paremat rannet , stileti pärlmutterkäepide hakkas varuka salataskust ustavalt pihku . 
129	NA	 Kuurvürst Bernhardti kingitus oma usinale ja kuulekale õuearst Rainerile ... 
129	NA	 Ma torkasin stileti kiiresti Ingridi vasakusse külge — täpselt ribide vahele , otse südamesse . 
129	NA	 Ta ei tundnud valu , stilett on nõelterav ja vilunud kätes viivituseta surmav . 
129	NA	 Tema huuled olid veel ikka minu suul , sinna ta ohkas ka oma surmaohke , tundsin keelel südamesooja verd . 
129	NA	 Naine vajus pagasiruumi , sulgesin luugi . 
130	NA	" Tegelikult oligi vana hea Bernhardt selle "" Lussaci'ga "" marinaadiretsepti leiutanud . "
130	NA	 Rootsi aedvilju meil siis muidugi veel polnud . 
131	NA	 Lillkapsad võiga , estragoniga hautatud kaalikad , stuuvitud kartulid ? 
131	NA	 Ohjaa ... muidugi ! 
